MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,pct_cepeda_v1,pct_oposicion_v1,pct_cepeda_v2_pred,pct_oposicion_v2_pred,gana_cepeda_pred,margen_pred,ganador_pred,zona_riesgo,quintil_ipm
PACHO,CUNDINAMARCA,25513.0,27.7,31.12,7.45,69.37,50.38,5.38,10.88,75.31,23978.0,40.70589467612991,59.29410532387009,47.455280433107866,52.544719566892134,0,-5.09,Oposición,Moderado (5-15%),Bajo
PAIME,CUNDINAMARCA,25518.0,55.0,72.76,0.0,20.45,16.45,15.38,37.47,63.95,2416.0,47.94304627145818,52.05695372854182,52.64076144642763,47.35923855357237,1,5.28,Cepeda,Moderado (5-15%),Alto
PANDI,CUNDINAMARCA,25524.0,36.7,65.44,0.0,69.92,24.11,9.02,13.81,65.0,4092.0,45.19369058739556,54.80630941260444,51.389378443833266,48.610621556166734,1,2.78,Cepeda,Reñido (<5%),Medio
PARATEBUENO (LA NAGUAYA),CUNDINAMARCA,25530.0,37.4,46.02,40.46,66.79,62.64,12.76,17.34,77.6,8772.0,43.28803755959644,56.71196244040356,49.60426517611832,50.39573482388168,1,-0.79,Cepeda,Reñido (<5%),Medio
PASCA,CUNDINAMARCA,25535.0,30.6,56.54,20.78,72.69,24.04,7.25,7.99,65.74,8931.0,43.61785316652653,56.38214683347347,50.12699360491296,49.87300639508704,1,0.25,Cepeda,Reñido (<5%),Bajo
PUERTO SALGAR,CUNDINAMARCA,25572.0,31.0,19.14,16.78,87.02,85.0,9.47,25.4,73.41,15119.0,39.844121691098316,60.155878308901684,46.3743456003225,53.6256543996775,0,-7.25,Oposición,Moderado (5-15%),Bajo
PULI,CUNDINAMARCA,25580.0,46.0,65.79,0.0,45.99,18.93,3.94,10.96,64.19,4089.0,46.24692127986181,53.75307872013819,51.56781192972977,48.43218807027023,1,3.14,Cepeda,Reñido (<5%),Alto
QUEBRADANEGRA,CUNDINAMARCA,25592.0,32.1,75.39,40.59,61.7,26.54,3.17,11.92,68.21,4518.0,45.70602533730448,54.29397466269552,51.78698680483315,48.21301319516685,1,3.57,Cepeda,Reñido (<5%),Bajo
QUETAME,CUNDINAMARCA,25594.0,37.7,55.37,17.54,47.15,42.44,6.29,11.01,69.86,4755.0,44.27523410460229,55.72476589539771,49.9377254319261,50.0622745680739,1,-0.12,Cepeda,Reñido (<5%),Medio
QUIPILE,CUNDINAMARCA,25596.0,44.1,74.51,14.27,74.29,18.7,14.4,18.88,59.19,3613.0,46.92911220643715,53.07088779356285,52.79502903787162,47.20497096212838,1,5.59,Cepeda,Moderado (5-15%),Medio
APULO,CUNDINAMARCA,25599.0,28.4,45.56,21.99,64.16,46.75,8.29,27.35,68.16,8701.0,42.25640169732538,57.74359830267462,48.525409781407134,51.474590218592866,1,-2.95,Cepeda,Reñido (<5%),Bajo
RICAURTE,CUNDINAMARCA,25612.0,17.5,33.03,12.98,95.41,55.01,6.47,11.03,79.57,18142.0,39.7848785744295,60.2151214255705,47.55301219501787,52.44698780498213,0,-4.89,Oposición,Reñido (<5%),Muy bajo
SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25645.0,21.8,77.03,58.15,78.39,18.43,3.61,7.64,69.76,10756.0,44.74650885959026,55.25349114040974,51.70202519566136,48.29797480433864,1,3.4,Cepeda,Reñido (<5%),Muy bajo
SAN BERNARDO,CUNDINAMARCA,25649.0,34.8,46.01,10.71,67.64,46.0,5.45,10.83,63.24,8316.0,43.0025529440005,56.9974470559995,48.85514031664233,51.14485968335767,0,-2.29,Oposición,Reñido (<5%),Bajo
SAN CAYETANO,CUNDINAMARCA,25653.0,36.9,70.16,0.0,21.18,19.53,0.57,9.18,62.18,3954.0,45.69735256224652,54.30264743775348,50.63053948110226,49.36946051889774,1,1.26,Cepeda,Reñido (<5%),Medio
SAN FRANCISCO,CUNDINAMARCA,25658.0,20.2,42.29,8.12,78.13,41.91,4.75,9.52,70.5,17277.0,41.02547069066925,58.97452930933075,48.017788427252185,51.982211572747815,0,-3.96,Oposición,Reñido (<5%),Muy bajo
SAN JUAN DE RIOSECO,CUNDINAMARCA,25662.0,35.6,51.38,11.27,63.47,53.14,4.56,17.36,63.79,8019.0,43.63820727394431,56.36179272605569,49.23641524602048,50.76358475397952,0,-1.53,Oposición,Reñido (<5%),Bajo
SASAIMA,CUNDINAMARCA,25718.0,22.9,58.81,8.09,78.05,13.63,6.44,9.18,68.74,11360.0,43.007105983391604,56.992894016608396,50.16646534513194,49.83353465486806,1,0.33,Cepeda,Reñido (<5%),Muy bajo
SESQUILE,CUNDINAMARCA,25736.0,17.7,51.94,7.37,88.19,58.95,2.48,7.1,81.52,14824.0,41.736943121496445,58.263056878503555,49.182447969607196,50.817552030392804,1,-1.64,Cepeda,Reñido (<5%),Muy bajo
SIBATE,CUNDINAMARCA,25740.0,13.5,30.14,12.72,98.84,83.04,5.31,7.79,78.71,40856.0,39.052253551228766,60.947746448771234,46.56396706559557,53.43603293440443,0,-6.87,Oposición,Moderado (5-15%),Muy bajo
SILVANIA,CUNDINAMARCA,25743.0,23.5,55.07,23.82,71.89,37.45,5.84,8.9,74.18,21536.0,42.6910019824571,57.3089980175429,49.610995242582185,50.389004757417815,1,-0.78,Cepeda,Reñido (<5%),Muy bajo
SIMIJACA,CUNDINAMARCA,25745.0,22.4,25.73,20.52,94.7,62.59,4.33,6.27,70.53,17535.0,39.575857548254604,60.424142451745396,46.61309011690921,53.38690988309079,0,-6.77,Oposición,Moderado (5-15%),Muy bajo
SOACHA,CUNDINAMARCA,25754.0,14.1,0.45,17.57,93.78,92.4,5.24,13.2,77.11,1312126.0,36.08737951865192,63.91262048134808,43.26454537862223,56.73545462137777,0,-13.47,Oposición,Moderado (5-15%),Muy bajo
SOPO,CUNDINAMARCA,25758.0,8.0,30.18,3.45,97.86,85.21,2.78,2.94,86.5,40642.0,38.45458588669787,61.54541411330213,46.43764785147517,53.56235214852483,0,-7.12,Oposición,Moderado (5-15%),Muy bajo
SUBACHOQUE,CUNDINAMARCA,25769.0,12.6,34.35,11.14,94.91,62.44,3.3,4.06,76.51,22333.0,39.38350866460358,60.61649133539642,46.98400827903234,53.01599172096766,0,-6.03,Oposición,Moderado (5-15%),Muy bajo
SUESCA,CUNDINAMARCA,25772.0,14.0,37.68,9.95,96.41,60.19,4.65,5.37,71.16,23785.0,39.87658150050275,60.12341849949725,47.24095168066322,52.75904831933678,0,-5.52,Oposición,Moderado (5-15%),Muy bajo
SUPATA,CUNDINAMARCA,25777.0,28.2,51.45,17.35,75.72,35.56,3.25,14.18,67.81,5617.0,42.835724309592926,57.164275690407074,49.3608016670173,50.6391983329827,1,-1.28,Cepeda,Reñido (<5%),Bajo
SUSA,CUNDINAMARCA,25779.0,27.1,47.76,13.61,62.1,31.79,8.65,14.99,65.17,6149.0,42.338728288169854,57.661271711830146,48.704035886678646,51.295964113321354,1,-2.59,Cepeda,Reñido (<5%),Muy bajo
SUTATAUSA,CUNDINAMARCA,25781.0,21.3,49.62,14.48,92.0,42.9,6.16,8.37,65.87,8641.0,41.894009020962386,58.105990979037614,48.86652305285675,51.13347694714325,0,-2.27,Oposición,Reñido (<5%),Muy bajo
TABIO,CUNDINAMARCA,25785.0,9.6,53.02,3.85,96.19,65.43,2.44,4.54,74.89,22797.0,40.96096650738982,59.03903349261018,48.429009820226796,51.570990179773204,0,-3.14,Oposición,Reñido (<5%),Muy bajo
TAUSA,CUNDINAMARCA,25793.0,24.3,65.26,22.23,78.34,22.95,8.47,8.01,70.2,8408.0,43.81864365546512,56.18135634453488,50.857019891563745,49.142980108436255,1,1.71,Cepeda,Reñido (<5%),Muy bajo
TENA,CUNDINAMARCA,25797.0,18.5,78.71,27.4,92.16,28.23,2.84,7.4,74.38,13798.0,44.55693959699502,55.44306040300498,51.97692899820355,48.02307100179645,1,3.95,Cepeda,Reñido (<5%),Muy bajo
TENJO,CUNDINAMARCA,25799.0,10.4,40.86,11.61,97.93,63.81,4.09,4.4,86.1,30098.0,39.8072975751105,60.1927024248895,47.95695372187888,52.04304627812112,0,-4.09,Oposición,Reñido (<5%),Muy bajo
TIBACUY,CUNDINAMARCA,25805.0,27.4,75.88,20.1,71.27,21.64,5.86,11.42,67.11,3450.0,45.241817453365556,54.758182546634444,51.77145000896586,48.22854999103414,1,3.54,Cepeda,Reñido (<5%),Bajo
TIBIRITA,CUNDINAMARCA,25807.0,52.3,67.43,29.28,48.56,19.38,4.41,13.22,64.75,3276.0,47.10359736232264,52.89640263767736,52.2492411280017,47.7507588719983,1,4.5,Cepeda,Reñido (<5%),Alto
TOCAIMA,CUNDINAMARCA,25815.0,24.4,28.13,39.29,86.23,62.0,9.01,14.8,72.08,15377.0,40.039648879901925,59.960351120098075,46.98272724514113,53.01727275485887,0,-6.03,Oposición,Moderado (5-15%),Muy bajo
TOCANCIPA,CUNDINAMARCA,25817.0,10.1,42.93,4.08,98.91,93.07,4.1,3.94,82.61,58755.0,39.98576398815303,60.01423601184697,47.5508843949948,52.4491156050052,0,-4.9,Oposición,Reñido (<5%),Muy bajo
TOPAIPI,CUNDINAMARCA,25823.0,47.1,66.34,21.77,30.9,19.59,12.02,30.77,62.95,3001.0,46.42341102385301,53.57658897614699,51.46844456199916,48.53155543800084,1,2.94,Cepeda,Reñido (<5%),Alto
UBALA,CUNDINAMARCA,25839.0,47.0,64.49,24.7,27.03,21.12,30.7,19.69,64.8,7139.0,46.223636788494495,53.776363211505505,51.691312543280475,48.308687456719525,1,3.38,Cepeda,Reñido (<5%),Alto
UBAQUE,CUNDINAMARCA,25841.0,34.1,66.82,13.19,59.12,17.26,4.6,17.23,64.58,6175.0,45.050086139197795,54.949913860802205,51.080313191751664,48.919686808248336,1,2.16,Cepeda,Reñido (<5%),Bajo
UNE,CUNDINAMARCA,25845.0,29.6,31.68,37.95,80.8,52.6,11.76,11.96,66.67,5427.0,40.97093249304747,59.02906750695253,47.54599324458392,52.45400675541608,0,-4.91,Oposición,Reñido (<5%),Bajo
UTICA,CUNDINAMARCA,25851.0,35.5,28.38,0.0,64.53,48.36,11.27,24.37,65.9,4179.0,41.27960890875013,58.72039109124987,47.38097428784862,52.61902571215138,0,-5.24,Oposición,Moderado (5-15%),Bajo
VENECIA,CUNDINAMARCA,25506.0,38.1,58.76,0.0,62.64,33.9,7.27,15.31,62.29,4687.0,44.66502207390205,55.33497792609795,50.39550665663153,49.60449334336847,1,0.79,Cepeda,Reñido (<5%),Medio
VERGARA,CUNDINAMARCA,25862.0,50.0,66.18,13.01,33.18,15.47,8.35,25.46,66.55,5240.0,46.72436614587157,53.27563385412843,51.8822271894674,48.1177728105326,1,3.76,Cepeda,Reñido (<5%),Alto
VIANI,CUNDINAMARCA,25867.0,31.6,49.06,20.61,50.15,33.92,5.55,14.9,62.4,4735.0,42.96376332658312,57.03623667341688,48.686078630962456,51.313921369037544,1,-2.63,Cepeda,Reñido (<5%),Bajo
VILLAGOMEZ,CUNDINAMARCA,25871.0,38.2,48.41,52.66,48.46,34.2,8.72,11.44,60.07,1161.0,43.61951714216861,56.38048285783139,49.01314464610305,50.98685535389695,1,-1.97,Cepeda,Reñido (<5%),Medio
VILLAPINZON,CUNDINAMARCA,25873.0,31.4,45.05,5.06,88.32,39.97,5.88,10.5,70.54,18258.0,42.532572516374394,57.467427483625606,49.37795429717309,50.62204570282691,0,-1.24,Oposición,Reñido (<5%),Bajo
VILLETA,CUNDINAMARCA,25875.0,18.7,19.67,16.01,86.06,68.81,5.77,13.69,76.22,33554.0,38.55248684284731,61.44751315715269,45.79279367545605,54.20720632454395,0,-8.41,Oposición,Moderado (5-15%),Muy bajo
VIOTA,CUNDINAMARCA,25878.0,36.3,54.71,6.72,76.61,33.25,10.62,16.21,68.56,12346.0,44.054693676583085,55.945306323416915,50.531837500940306,49.468162499059694,1,1.06,Cepeda,Reñido (<5%),Bajo
YACOPI,CUNDINAMARCA,25885.0,55.5,58.99,7.42,42.62,26.87,14.79,48.76,66.57,7013.0,46.59221856083627,53.40778143916373,51.74894361900335,48.25105638099665,1,3.5,Cepeda,Reñido (<5%),Muy alto
ZIPACON,CUNDINAMARCA,25898.0,20.5,55.82,18.57,86.26,40.17,6.2,8.05,63.77,3959.0,42.43932845849842,57.56067154150158,49.22067853753123,50.77932146246877,0,-1.56,Oposición,Reñido (<5%),Muy bajo
ZIPAQUIRA,CUNDINAMARCA,25899.0,10.3,18.07,10.19,98.18,94.58,2.65,5.16,77.39,215971.0,37.47013434312036,62.52986565687964,44.84746237609495,55.15253762390505,0,-10.31,Oposición,Moderado (5-15%),Muy bajo
BOGOTA. D.C.,BOGOTA D.C.,11001.0,9.0,0.42,13.12,99.48,99.16,3.34,11.03,83.25,7556041.0,35.52633048586847,64.47366951413153,42.2400237691448,57.7599762308552,0,-15.52,Oposición,Definido (>15%),Muy bajo
QUIBDO,CHOCO,27001.0,44.4,16.51,133.92,25.21,17.81,73.72,64.17,76.99,159063.0,41.04175531671809,58.95824468328191,48.30488971842813,51.69511028157187,1,-3.39,Cepeda,Reñido (<5%),Medio
ATRATO (YUTO),CHOCO,27050.0,61.5,56.71,47.56,48.07,13.04,32.35,50.68,63.77,7050.0,47.015949399710045,52.984050600289955,52.508418395865945,47.491581604134055,1,5.02,Cepeda,Moderado (5-15%),Muy alto
ACANDI,CHOCO,27006.0,51.4,59.14,132.08,60.42,31.12,31.68,42.05,63.09,18180.0,46.158951689742565,53.841048310257435,51.85222714327324,48.14777285672676,1,3.7,Cepeda,Reñido (<5%),Alto
ALTO BAUDO (PIE DE PATO),CHOCO,27025.0,90.6,90.43,10.43,20.27,14.02,45.03,82.39,47.51,31433.0,53.64162679972689,46.35837320027311,56.812885197437275,43.187114802562725,1,13.63,Cepeda,Moderado (5-15%),Muy alto
BAGADO,CHOCO,27073.0,81.0,84.87,8.74,28.95,21.22,51.24,76.6,63.89,16554.0,52.02377790256304,47.97622209743696,56.56683549618272,43.43316450381728,1,13.13,Cepeda,Moderado (5-15%),Muy alto
CONDOTO,CHOCO,27205.0,53.2,24.89,15.92,31.93,52.0,73.33,42.58,66.89,11350.0,42.85992007889577,57.14007992110423,49.036407910443195,50.963592089556805,0,-1.93,Oposición,Reñido (<5%),Alto
CERTEGUI,CHOCO,27160.0,55.9,45.7,103.31,36.46,37.32,45.64,61.91,61.86,6587.0,45.27944452135783,54.72055547864217,50.58737406327653,49.41262593672347,1,1.17,Cepeda,Reñido (<5%),Muy alto
CARMEN DEL DARIEN,CHOCO,27150.0,77.8,91.24,5.04,16.7,7.65,72.96,76.01,63.66,23327.0,52.323867533895275,47.676132466104725,57.35920318473234,42.64079681526766,1,14.72,Cepeda,Moderado (5-15%),Muy alto
EL CARMEN,CHOCO,54245.0,68.9,81.86,41.93,42.61,38.62,15.76,55.68,63.74,15961.0,50.39268978980401,49.60731021019599,54.60058645391054,45.39941354608946,1,9.2,Cepeda,Moderado (5-15%),Muy alto
ISTMINA,CHOCO,27361.0,55.1,30.08,41.54,1.57,9.72,92.45,56.88,69.21,47458.0,43.59755154693102,56.40244845306898,50.18260418758058,49.81739581241942,1,0.37,Cepeda,Reñido (<5%),Alto
JURADO,CHOCO,27372.0,71.8,68.5,14.38,67.09,47.82,33.35,71.58,67.81,11540.0,49.346293681854206,50.653706318145794,54.48567939638292,45.51432060361708,1,8.97,Cepeda,Moderado (5-15%),Muy alto
LLORO,CHOCO,27413.0,74.4,69.64,29.79,19.54,22.65,68.17,81.13,57.49,11274.0,49.747119728500465,50.252880271499535,54.45423731481497,45.54576268518503,1,8.91,Cepeda,Moderado (5-15%),Muy alto
MEDIO SAN JUAN,CHOCO,27450.0,69.7,78.67,63.63,14.39,9.32,86.53,55.3,71.4,12132.0,50.15460726152592,49.84539273847408,56.128966789710915,43.871033210289085,1,12.26,Cepeda,Moderado (5-15%),Muy alto
NOVITA,CHOCO,27491.0,60.1,65.69,64.86,36.04,19.77,57.07,44.78,70.99,10902.0,47.77938365781925,52.22061634218075,53.798437718651186,46.201562281348814,1,7.6,Cepeda,Moderado (5-15%),Muy alto
NUQUI,CHOCO,27495.0,72.9,94.33,23.65,60.9,9.28,33.04,58.29,64.39,20498.0,52.103165175360566,47.896834824639434,57.312344931046034,42.687655068953966,1,14.62,Cepeda,Moderado (5-15%),Muy alto
RIO IRO,CHOCO,27580.0,75.1,75.56,35.2,78.79,27.89,41.57,42.07,63.6,6289.0,50.4279727739891,49.5720272260109,55.92748768387355,44.07251231612645,1,11.85,Cepeda,Moderado (5-15%),Muy alto
RIOSUCIO,CHOCO,17614.0,29.3,54.53,9.46,80.27,69.32,5.77,14.29,74.16,45301.0,43.2704563726614,56.7295436273386,49.686485463995126,50.313514536004874,0,-0.63,Oposición,Reñido (<5%),Bajo
SAN JOSE DEL PALMAR,CHOCO,27660.0,59.1,79.72,257.94,58.32,41.62,16.8,34.39,67.7,4793.0,49.10204550960302,50.89795449039698,53.98853757690029,46.01146242309971,1,7.98,Cepeda,Moderado (5-15%),Muy alto
EL LITORAL DEL SAN JUAN,CHOCO,27250.0,83.1,94.76,21.5,18.23,3.95,57.19,71.39,76.19,35465.0,53.263029904191725,46.736970095808275,58.42246804820006,41.57753195179994,1,16.84,Cepeda,Definido (>15%),Muy alto
SIPI,CHOCO,27745.0,69.7,81.1,91.72,11.56,47.29,62.94,45.0,74.02,3630.0,50.40264237431555,49.59735762568445,55.33613905390127,44.66386094609873,1,10.67,Cepeda,Moderado (5-15%),Muy alto
TADO,CHOCO,27787.0,59.9,44.14,27.47,36.68,34.82,56.67,51.93,52.85,21074.0,45.55784886475863,54.44215113524137,50.66010669920278,49.33989330079722,0,1.32,Oposición,Reñido (<5%),Muy alto
UNGUIA,CHOCO,27800.0,63.4,73.21,30.71,57.52,19.74,33.5,56.35,62.0,9624.0,48.90801589887728,51.09198410112272,54.259976184096175,45.740023815903825,1,8.52,Cepeda,Moderado (5-15%),Muy alto
NEIVA,HUILA,41001.0,17.6,6.76,22.95,96.82,93.76,7.16,12.86,72.16,473535.0,37.11438640170392,62.88561359829608,44.090214270521436,55.909785729478564,0,-11.82,Oposición,Moderado (5-15%),Muy bajo
ACEVEDO,HUILA,41006.0,51.0,81.96,58.34,54.74,23.62,12.9,20.43,66.27,27364.0,48.44447248843301,51.55552751156699,53.820572329147375,46.179427670852625,1,7.64,Cepeda,Moderado (5-15%),Alto
AGRADO,HUILA,41013.0,50.0,35.63,11.19,75.2,68.61,17.52,19.44,65.8,9633.0,43.60606462499783,56.39393537500217,49.19356346757706,50.80643653242294,0,-1.61,Oposición,Reñido (<5%),Alto
AIPE,HUILA,41016.0,35.4,34.64,5.95,81.57,71.76,14.28,17.15,70.39,18756.0,41.907639103319134,58.092360896680866,48.24525249677835,51.75474750322165,0,-3.51,Oposición,Reñido (<5%),Bajo
ALGECIRAS,HUILA,41020.0,45.2,51.57,43.59,76.61,53.7,18.7,20.62,65.35,21020.0,44.70792919346194,55.29207080653806,50.57796399433885,49.42203600566115,0,1.16,Oposición,Reñido (<5%),Alto
ALTAMIRA,HUILA,41026.0,30.4,44.67,22.53,89.15,70.1,8.69,9.25,71.56,5359.0,42.38437594210937,57.61562405789063,48.93419119246656,51.06580880753344,0,-2.13,Oposición,Reñido (<5%),Bajo
BARAYA,HUILA,41078.0,49.4,53.17,59.5,71.33,61.57,15.6,25.58,62.62,7061.0,45.33076309362653,54.66923690637347,50.60513133857215,49.39486866142785,1,1.21,Cepeda,Reñido (<5%),Alto
CAMPOALEGRE,HUILA,41132.0,31.1,24.23,62.76,83.58,76.06,12.77,16.39,69.39,30259.0,40.37460941017634,59.62539058982366,46.77809922076615,53.22190077923385,0,-6.44,Oposición,Moderado (5-15%),Bajo
COLOMBIA,HUILA,41206.0,61.7,71.46,56.16,62.07,41.4,13.16,31.96,60.96,8123.0,48.54339416521121,51.45660583478879,53.2436970303208,46.7563029696792,1,6.49,Cepeda,Moderado (5-15%),Muy alto
ELIAS,HUILA,41244.0,32.3,66.71,0.0,88.27,65.59,8.29,10.33,59.58,5389.0,44.84192166961181,55.15807833038819,50.658568263507235,49.341431736492765,0,1.32,Oposición,Reñido (<5%),Bajo
GARZON,HUILA,41298.0,32.0,46.87,21.23,89.72,64.82,11.0,13.56,71.11,78437.0,42.783989185032624,57.216010814967376,49.368087783547544,50.631912216452456,0,-1.26,Oposición,Reñido (<5%),Bajo
GIGANTE,HUILA,41306.0,36.9,60.18,23.88,83.75,58.82,10.84,14.8,69.3,19103.0,44.678673374740136,55.321326625259864,50.88650913159784,49.11349086840216,1,1.77,Cepeda,Reñido (<5%),Medio
GUADALUPE,HUILA,41319.0,43.2,70.35,16.13,71.64,40.67,15.26,19.63,65.86,18284.0,46.40602415353658,53.59397584646342,52.28657981754151,47.71342018245849,1,4.57,Cepeda,Reñido (<5%),Medio
HOBO,HUILA,41349.0,38.8,23.44,13.32,75.52,73.81,13.93,42.98,68.75,9232.0,41.136423246368324,58.863576753631676,47.16146518584989,52.83853481415011,0,-5.68,Oposición,Moderado (5-15%),Medio
ISNOS,HUILA,41359.0,43.1,75.96,30.6,79.21,25.11,11.3,21.94,67.71,27742.0,46.96770750723593,53.03229249276407,53.18295821814081,46.81704178185919,1,6.37,Cepeda,Moderado (5-15%),Medio
IQUIRA,HUILA,41357.0,49.6,72.24,21.06,70.07,58.38,16.87,26.63,61.41,10338.0,47.2991591707537,52.7008408292463,52.46017602325552,47.53982397674448,1,4.92,Cepeda,Reñido (<5%),Alto
LA PLATA,HUILA,41396.0,42.5,58.35,22.08,73.46,53.83,11.29,24.43,74.59,81567.0,45.104572965759495,54.895427034240505,51.24505564848766,48.75494435151234,1,2.49,Cepeda,Reñido (<5%),Medio
NATAGA,HUILA,41483.0,46.9,59.56,30.18,69.98,45.41,12.7,21.23,59.49,7837.0,45.70948059947669,54.29051940052331,51.05620079647949,48.94379920352051,1,2.11,Cepeda,Reñido (<5%),Alto
OPORAPA,HUILA,41503.0,58.5,80.64,16.51,83.13,38.11,13.55,19.44,59.09,13096.0,49.130306293226106,50.869693706773894,54.31496769799112,45.68503230200888,1,8.63,Cepeda,Moderado (5-15%),Muy alto
PAICOL,HUILA,41518.0,39.1,58.23,59.01,74.5,48.72,5.63,15.55,65.21,10161.0,44.72033307094956,55.27966692905044,50.48979945241767,49.51020054758233,1,0.98,Cepeda,Reñido (<5%),Medio
PALERMO,HUILA,41524.0,32.6,52.92,21.96,78.07,70.56,13.66,11.61,79.58,24811.0,43.46717067965798,56.53282932034202,50.14576303482205,49.85423696517795,1,0.29,Cepeda,Reñido (<5%),Bajo
PALESTINA,HUILA,17524.0,30.1,57.65,50.14,87.37,76.52,8.59,9.6,73.08,13819.0,43.67644856113333,56.32355143886667,50.0632570203331,49.9367429796669,0,0.13,Oposición,Reñido (<5%),Bajo
PITAL,HUILA,41548.0,43.9,64.75,7.07,71.4,43.0,10.28,18.17,64.67,15675.0,45.911007034689185,54.088992965310815,51.60902497302344,48.39097502697656,1,3.22,Cepeda,Reñido (<5%),Medio
PITALITO,HUILA,41551.0,33.7,41.56,32.12,85.48,68.5,7.85,17.61,71.0,180504.0,42.42798215479137,57.57201784520863,48.74656758820703,51.25343241179297,0,-2.51,Oposición,Reñido (<5%),Bajo
RIVERA,HUILA,41615.0,27.4,52.52,19.57,90.95,75.4,11.8,13.21,72.0,35339.0,42.85741406457307,57.14258593542693,49.49860929181444,50.50139070818556,0,-1.0,Oposición,Reñido (<5%),Bajo
SALADOBLANCO,HUILA,41660.0,57.8,82.93,37.25,77.33,35.86,12.92,22.12,57.83,10589.0,49.287464883952644,50.712535116047356,54.30374560657344,45.69625439342656,1,8.61,Cepeda,Moderado (5-15%),Muy alto
SAN AGUSTIN,HUILA,41668.0,36.3,66.88,26.25,82.55,44.37,9.69,17.7,70.92,39949.0,45.29691068178876,54.70308931821124,51.715816100223776,48.284183899776224,1,3.43,Cepeda,Reñido (<5%),Bajo
SANTA MARIA,HUILA,15690.0,29.0,32.97,0.0,64.71,58.84,5.48,19.52,76.6,3479.0,41.03695993993482,58.96304006006518,47.57384912218261,52.42615087781739,1,-4.85,Cepeda,Reñido (<5%),Bajo
SUAZA,HUILA,41770.0,41.6,80.46,21.64,60.42,41.61,7.0,17.72,67.6,32000.0,47.2629180046217,52.7370819953783,52.78992996651149,47.21007003348851,1,5.58,Cepeda,Moderado (5-15%),Medio
TARQUI,HUILA,41791.0,47.1,69.04,22.2,76.79,55.42,9.3,15.13,64.9,20481.0,46.69900559361927,53.30099440638073,52.15898558416856,47.84101441583144,1,4.32,Cepeda,Reñido (<5%),Alto
