cod_mpio,nombre_mpio,cobertura_acueducto,cobertura_alcantarillado,pobreza_extrema,desempeno_fiscal,pct_rural,tasa_homicidios,nbi_rural,nbi_urbano,ipm,poblacion_total
11001,Bogotá,99.48,99.16,2.19,83.25,0.42,13.12,11.03,3.34,9.0,7556041.0
13000,Bolívar,78.7,50.92,10.57,73.75,27.2,20.11,41.4,21.69,38.04,2299543.0
13001,Cartagena,93.67,86.83,5.16,75.34,12.12,35.83,20.52,11.49,19.9,974086.0
13006,Achí,69.71,0.8,6.91,60.48,78.66,3.92,62.35,34.33,62.4,33856.0
13030,Altos del Rosario,45.56,3.49,6.91,41.0,67.54,16.83,65.15,48.66,70.7,9129.0
13042,Arenal,76.01,34.47,6.91,63.23,42.55,37.62,50.6,26.49,62.0,9869.0
13052,Arjona,75.45,8.0,6.91,66.2,22.99,17.19,24.75,27.23,47.4,76323.0
13062,Arroyohondo,62.84,14.57,6.91,53.16,42.33,11.19,27.27,51.72,68.4,7555.0
13074,Barranco de Loba,45.92,4.1,6.91,56.39,64.16,19.27,56.37,32.07,68.9,19600.0
13140,Calamar,52.12,1.04,6.91,65.36,41.74,21.11,47.0,35.78,62.5,26980.0
13160,Cantagallo,56.99,43.61,6.91,70.79,44.82,78.49,64.44,17.74,50.6,9037.0
13188,Cicuco,92.42,1.65,6.91,66.79,34.21,13.64,32.99,33.47,61.3,20187.0
13212,Córdoba,78.89,1.65,6.91,61.97,79.99,5.92,21.46,51.04,61.9,21721.0
13222,Clemencia,13.23,0.94,6.91,66.62,17.6,18.93,62.83,88.75,63.0,18365.0
13244,El Carmen de Bolívar,72.57,3.54,6.91,69.33,26.2,44.33,65.01,33.26,58.4,79762.0
13248,El Guamo,72.12,0.37,6.91,48.71,45.36,0.0,23.3,33.67,59.5,10655.0
13268,El Peñón,54.73,2.8,6.91,47.96,66.49,0.0,58.65,27.19,67.7,6529.0
13300,Hatillo de Loba,84.77,21.53,6.91,59.93,74.96,29.97,53.92,40.52,73.8,13452.0
13430,Magangué,83.56,30.28,6.91,74.43,30.16,17.4,33.46,23.17,49.1,168073.0
13433,Mahates,82.35,10.69,6.91,39.33,63.92,9.97,19.5,41.48,54.3,38534.0
13440,Margarita,70.28,0.53,6.91,57.18,84.96,17.56,37.44,29.4,65.6,12643.0
13442,María La Baja,24.68,9.58,6.91,54.44,55.21,30.19,45.26,48.13,63.2,47483.0
13458,Montecristo,31.03,0.61,6.91,59.17,77.36,11.08,69.3,46.52,70.1,14392.0
13468,Mompós,86.05,31.47,6.91,68.73,48.93,18.91,38.27,20.38,49.1,51106.0
13473,Morales,47.34,35.02,6.91,60.49,70.93,16.71,66.29,41.0,57.6,27653.0
13490,Norosí,3.33,1.11,6.91,53.15,78.86,58.78,75.72,37.38,66.2,15769.0
13549,Pinillos,51.72,11.98,6.91,60.93,85.94,3.99,63.76,49.81,67.5,25294.0
13580,Regidor,88.99,6.45,6.91,55.24,40.0,13.64,31.02,23.4,48.9,9042.0
13600,Río Viejo,64.1,37.6,6.91,43.48,53.76,9.08,58.36,30.62,57.3,14119.0
13620,San Cristóbal,94.34,1.57,6.91,57.57,22.39,11.38,13.4,29.08,49.9,12753.0
13647,San Estanislao,89.0,0.95,6.91,66.35,32.12,10.31,25.7,35.25,50.7,25690.0
13650,San Fernando,67.18,12.94,6.91,51.36,84.27,7.49,43.89,22.15,64.3,11057.0
13654,San Jacinto,0.69,0.5,6.91,61.93,13.43,47.67,60.83,98.08,60.3,32052.0
13655,San Jacinto del Cauca,38.4,0.81,6.91,60.55,75.64,9.26,69.82,51.7,66.7,11681.0
13657,San Juan Nepomuceno,53.12,1.22,6.91,67.71,25.01,7.59,25.6,42.59,56.2,50137.0
13667,San Martín de Loba,59.09,35.96,6.91,44.62,54.17,39.28,58.27,31.53,60.6,14112.0
13670,San Pablo,75.14,50.89,6.91,55.81,18.85,91.6,59.56,32.87,54.0,28837.0
13673,Santa Catalina,2.78,1.64,6.91,35.31,63.15,26.1,35.13,94.98,54.8,16731.0
13683,Santa Rosa,32.99,1.06,6.91,67.83,10.49,47.86,47.1,72.67,54.3,23416.0
13688,Santa Rosa del Sur,69.67,66.48,6.91,72.54,39.01,39.49,48.46,13.81,43.6,30439.0
13744,Simití,64.58,1.26,6.91,68.92,67.74,117.16,44.28,17.75,54.8,16742.0
13760,Soplaviento,88.75,1.26,6.91,56.2,1.62,9.0,82.35,27.33,39.4,17154.0
13780,Talaigua Nuevo,86.93,19.14,6.91,65.64,51.47,14.8,27.35,25.11,50.7,18064.0
13810,Tiquisio,37.59,1.23,6.91,58.23,65.35,20.49,68.67,43.92,73.0,16347.0
13836,Turbaco,76.08,23.66,6.91,79.22,9.37,16.33,34.6,15.89,30.4,151938.0
13838,Turbaná,57.96,42.65,6.91,66.75,26.83,5.6,29.87,53.98,42.8,19853.0
13873,Villanueva,53.87,1.37,6.91,52.55,13.27,23.19,43.37,39.07,54.1,38611.0
13894,Zambrano,81.44,1.72,6.91,63.71,12.79,7.92,65.93,39.29,62.4,14940.0
15000,Boyacá,85.52,63.22,10.17,73.21,29.99,6.87,17.81,4.93,25.61,1326466.0
15001,Tunja,98.9,95.87,3.62,77.3,2.95,4.4,12.64,3.18,11.4,225827.0
15022,Almeida,63.86,17.32,6.91,61.8,73.51,0.0,9.23,0.32,37.5,1306.0
15047,Aquitania,73.17,38.0,6.91,67.58,52.17,6.35,15.01,9.85,33.5,13109.0
15051,Arcabuco,84.65,45.11,6.91,66.85,49.65,0.0,12.19,4.75,24.8,7104.0
15087,Belén,90.28,60.08,6.91,67.76,30.69,0.0,11.02,5.0,25.2,7318.0
15090,Berbeo,85.64,25.82,6.91,56.38,63.3,62.38,19.45,3.31,40.5,1485.0
15092,Betéitiva,67.69,33.69,6.91,60.72,74.52,0.0,11.9,5.35,43.3,1209.0
15097,Boavita,49.67,41.47,6.91,60.13,43.55,41.4,27.36,9.25,48.1,4856.0
15104,Boyacá,84.78,17.0,6.91,68.88,76.84,0.0,11.55,8.48,39.7,4815.0
15106,Briceño,43.22,23.01,6.91,63.56,68.31,0.0,18.58,7.3,48.5,2026.0
15109,Buenavista,50.8,17.42,6.91,61.21,73.82,0.0,16.37,5.69,44.9,4026.0
15114,Busbanzá,91.67,48.11,6.91,62.94,44.98,86.13,9.88,11.71,31.3,1712.0
15131,Caldas,67.44,16.28,6.91,63.69,84.56,31.57,15.79,10.64,43.7,1827.0
15135,Campohermoso,43.76,33.93,6.91,78.73,65.06,32.44,24.83,8.76,52.3,2879.0
15162,Cerinza,92.92,43.58,6.91,64.86,46.27,0.0,10.73,5.45,29.4,2790.0
15172,Chinavita,75.9,39.11,6.91,62.82,52.41,0.0,17.4,6.87,41.1,2362.0
15176,Chiquinquirá,96.75,88.89,6.91,75.09,8.68,8.51,12.5,4.36,17.3,60133.0
15180,Chiscas,72.64,33.55,6.91,59.14,69.11,0.0,33.55,12.03,60.1,3661.0
15183,Chita,49.18,23.04,6.91,63.47,65.89,25.32,48.42,22.96,69.1,7423.0
15185,Chitaraque,42.03,22.67,6.91,70.49,71.2,33.65,27.49,5.59,46.4,5340.0
15187,Chivatá,91.92,17.37,6.91,65.22,75.17,0.0,21.96,13.4,42.3,2525.0
15189,Ciénega,87.26,25.27,6.91,61.27,64.16,0.0,11.57,4.81,40.5,3549.0
15204,Cómbita,87.73,15.58,6.91,75.72,82.78,29.72,10.82,7.58,36.1,12040.0
15212,Coper,35.36,24.16,6.91,61.74,66.65,27.63,15.6,8.22,38.8,2621.0
15215,Corrales,93.41,66.06,6.91,57.23,30.29,38.77,20.39,9.73,26.6,2476.0
15218,Covarachía,54.52,18.45,6.91,59.16,73.79,73.5,30.71,8.46,55.6,2541.0
15223,Cubará,43.83,26.49,6.91,71.19,71.97,36.71,72.36,17.35,69.7,16562.0
15224,Cucaita,95.15,46.85,6.91,65.57,50.56,26.06,10.68,11.13,25.9,3550.0
15226,Cuítiva,84.01,19.39,6.91,63.01,77.76,54.85,10.82,2.79,40.7,1614.0
15232,Chíquiza,75.14,8.83,6.91,61.67,86.12,0.0,17.33,16.62,51.3,4186.0
15236,Chivor,68.05,38.0,6.91,60.26,64.5,39.59,20.7,9.58,45.8,2893.0
15238,Duitama,98.67,91.68,6.91,75.36,8.16,9.35,6.91,2.9,10.5,164223.0
15244,El Cocuy,84.1,55.44,6.91,68.01,38.05,24.3,36.84,24.36,49.4,4074.0
15248,El Espino,90.91,48.52,6.91,63.22,46.07,32.74,17.46,7.9,31.3,2924.0
15272,Firavitoba,91.64,47.13,6.91,68.87,53.84,14.5,9.12,2.45,21.7,7196.0
15276,Floresta,86.25,44.04,6.91,61.92,53.96,30.54,18.08,11.42,43.9,3069.0
15293,Gachantivá,63.62,22.04,6.91,61.89,71.35,0.0,11.79,5.41,51.2,2192.0
15296,Gámeza,89.27,30.4,6.91,63.28,64.22,20.61,17.5,7.57,43.7,3499.0
15299,Garagoa,84.28,76.23,6.91,73.86,23.12,0.0,16.26,4.72,20.3,21567.0
15317,Guacamayas,80.78,33.6,6.91,63.85,57.5,0.0,9.4,14.48,30.4,1414.0
15322,Guateque,90.1,78.36,6.91,69.04,22.38,18.21,9.42,6.14,19.4,12163.0
15325,Guayatá,80.85,44.78,6.91,63.28,57.52,29.49,12.43,4.48,36.1,3171.0
15332,Güicán,62.55,35.01,6.91,62.89,59.88,23.09,40.92,3.6,48.1,3976.0
15362,Iza,91.11,61.9,6.91,64.88,31.22,0.0,11.08,5.78,24.8,1691.0
15367,Jenesano,80.87,26.64,6.91,78.93,67.23,27.26,14.27,5.11,38.8,6644.0
15368,Jericó,55.73,28.08,6.91,62.27,58.98,50.75,43.97,14.07,64.7,3662.0
15377,Labranzagrande,56.8,32.76,6.91,65.85,62.33,0.0,50.12,11.17,57.4,3746.0
15380,La Capilla,79.03,38.13,6.91,63.65,52.64,0.0,9.75,3.26,31.6,1934.0
15401,La Victoria,68.24,42.78,6.91,57.58,53.0,0.0,25.48,0.3,38.4,1051.0
15403,La Uvita,79.7,42.23,6.91,62.07,46.4,36.14,16.52,7.01,41.9,2086.0
15407,Villa de Leyva,95.36,60.38,6.91,81.07,41.82,5.81,9.54,6.98,15.2,27579.0
15425,Macanal,76.48,31.44,6.91,69.53,68.05,0.0,10.73,0.81,28.9,5267.0
15442,Maripí,18.47,16.42,6.91,66.79,78.59,0.0,34.71,13.69,67.0,5184.0
15455,Miraflores,86.42,60.9,6.91,82.11,31.22,0.0,11.51,5.11,21.1,8689.0
15464,Mongua,83.89,46.93,6.91,63.03,47.98,0.0,28.08,12.2,50.7,3620.0
15466,Monguí,92.48,73.51,6.91,63.34,38.42,0.0,16.84,8.17,28.8,4123.0
15469,Moniquirá,79.2,52.97,6.91,75.91,39.4,0.0,15.39,4.71,27.1,24071.0
15476,Motavita,62.53,15.1,6.91,68.94,77.91,17.3,16.67,4.06,49.8,3640.0
15480,Muzo,58.06,50.73,6.91,66.44,27.41,11.76,31.06,18.13,40.7,6402.0
15491,Nobsa,98.75,91.5,6.91,88.53,58.98,6.08,4.11,3.85,10.5,16994.0
15494,Nuevo Colón,80.37,18.75,6.91,70.59,71.56,0.0,16.26,9.87,46.2,4676.0
15500,Oicatá,94.04,14.74,6.91,64.5,77.2,0.0,6.93,0.25,22.8,2653.0
15507,Otanche,44.76,42.12,6.91,85.29,46.2,12.33,43.1,10.24,44.7,7658.0
15511,Pachavita,79.45,19.52,6.91,68.35,70.71,0.0,9.17,5.47,37.5,1516.0
15514,Páez,50.47,46.62,6.91,82.33,48.11,0.0,18.4,6.42,36.5,3097.0
15516,Paipa,94.7,67.3,6.91,78.69,31.04,2.84,8.45,2.94,16.2,48196.0
15518,Pajarito,74.05,53.57,6.91,60.35,55.92,0.0,12.77,9.54,27.8,1436.0
15522,Panqueba,71.53,53.97,6.91,61.71,41.85,0.0,22.72,6.27,42.7,1479.0
15531,Pauna,41.61,24.97,6.91,66.52,61.37,13.68,32.89,9.86,47.4,6669.0
15533,Paya,36.19,21.27,6.91,61.16,71.29,0.0,70.52,18.74,68.2,2762.0
15537,Paz de Río,91.66,63.34,6.91,66.84,27.42,0.0,11.62,4.4,21.6,4242.0
15542,Pesca,85.35,34.98,6.91,66.99,57.81,14.75,15.76,7.31,39.3,6421.0
15550,Pisba,43.57,32.13,6.91,58.2,56.0,0.0,41.67,18.82,57.9,2232.0
15572,Puerto Boyacá,88.43,81.45,6.91,79.48,22.09,51.09,21.18,11.36,33.6,46639.0
15580,Quípama,31.44,30.17,6.91,61.67,63.73,59.8,46.78,25.82,64.6,4525.0
15599,Ramiriquí,80.1,46.04,6.91,75.31,49.31,9.79,17.75,5.18,31.4,9388.0
15600,Ráquira,69.83,32.37,6.91,65.79,59.11,12.29,17.4,6.55,31.3,7349.0
15621,Rondón,48.41,36.22,6.91,57.58,65.16,0.0,9.96,2.09,46.9,2216.0
15632,Saboyá,64.37,8.95,6.91,69.04,86.09,0.0,16.62,7.95,41.8,13743.0
15638,Sáchica,91.45,52.38,6.91,77.58,43.09,0.0,12.48,5.55,23.8,6980.0
15646,Samacá,88.17,43.91,6.91,81.15,49.04,26.21,10.77,6.68,21.5,19380.0
15660,San Eduardo,74.87,43.03,6.91,64.98,45.48,59.45,18.01,3.11,35.9,1350.0
15664,San José de Pare,45.42,17.28,6.91,69.01,70.73,0.0,18.86,12.58,50.8,3676.0
15667,San Luis de Gaceno,57.44,45.49,6.91,66.61,46.82,18.03,21.69,7.01,31.4,4148.0
15673,San Mateo,71.82,32.72,6.91,55.41,53.96,0.0,27.38,7.65,45.8,3130.0
15676,San Miguel de Sema,56.83,14.6,6.91,70.24,78.1,0.0,8.54,12.25,35.6,2721.0
15681,San Pablo de Borbur,30.48,22.29,6.91,67.09,81.34,14.69,24.19,11.01,53.7,5942.0
15686,Santana,73.01,34.72,6.91,66.19,57.05,12.8,18.12,8.57,40.5,7104.0
15690,Santa María,64.71,58.84,6.91,76.6,32.97,0.0,19.52,5.48,29.0,3479.0
15693,Santa Rosa de Viterbo,92.94,67.51,6.91,82.42,31.49,0.0,11.73,3.17,19.0,12989.0
15696,Santa Sofía,83.28,24.92,6.91,84.3,58.51,0.0,9.48,10.98,31.4,3201.0
15720,Sativanorte,75.64,33.25,6.91,58.29,59.54,0.0,26.71,7.89,51.6,1441.0
15723,Sativasur,85.46,27.0,6.91,61.04,64.45,0.0,8.51,4.79,29.7,723.0
15740,Siachoque,82.97,20.19,6.91,65.53,75.71,0.0,19.52,20.7,45.1,6096.0
15753,Soatá,91.48,71.33,6.91,66.7,21.48,11.24,14.48,4.96,17.3,8970.0
15755,Socotá,50.9,19.14,6.91,61.96,71.38,13.68,31.22,9.9,52.9,6664.0
15757,Socha,91.78,54.42,6.91,69.39,37.83,24.41,11.27,7.15,20.8,8679.0
15759,Sogamoso,97.89,91.02,6.91,76.66,8.37,7.52,7.77,3.08,10.4,157022.0
15761,Somondoco,62.2,21.83,6.91,64.77,68.36,0.0,11.26,2.35,41.0,2671.0
15762,Sora,80.96,19.28,6.91,57.63,75.86,0.0,14.61,8.97,55.3,2920.0
15763,Sotaquirá,90.76,17.99,6.91,75.65,81.88,11.88,19.19,7.1,35.4,6401.0
15764,Soracá,82.12,26.63,6.91,68.34,64.99,16.26,12.31,8.2,38.5,5715.0
15774,Susacón,71.1,21.97,6.91,56.79,68.89,36.5,16.5,7.77,37.1,2494.0
15776,Sutamarchán,55.22,33.92,6.91,72.35,52.08,0.0,14.0,5.81,31.1,5945.0
15778,Sutatenza,41.79,19.0,6.91,67.33,74.59,0.0,12.9,6.83,47.4,3463.0
15790,Tasco,94.31,35.53,6.91,63.41,63.07,0.0,12.49,6.34,31.4,5454.0
15798,Tenza,45.25,31.91,6.91,62.61,61.47,0.0,11.89,3.82,41.1,2619.0
15804,Tibaná,78.24,21.26,6.91,69.07,72.5,10.82,16.18,7.11,47.0,7543.0
15806,Tibasosa,95.32,54.88,6.91,84.24,58.09,7.46,9.35,2.82,14.3,13146.0
15808,Tinjacá,53.66,23.76,6.91,59.11,67.84,29.44,14.19,3.85,35.2,3803.0
15810,Tipacoque,31.83,26.63,6.91,59.69,62.71,0.0,26.54,13.55,41.6,2435.0
15814,Toca,90.26,48.09,6.91,69.84,42.13,11.1,12.42,7.37,30.2,8428.0
15816,Togüí,68.16,16.1,6.91,62.45,78.27,0.0,28.14,7.25,50.0,3920.0
15820,Tópaga,72.94,47.59,6.91,65.12,61.54,26.85,11.66,12.98,28.7,3367.0
15822,Tota,83.97,18.61,6.91,66.71,75.16,0.0,18.59,7.54,47.9,4123.0
15832,Tununguá,73.33,15.15,6.91,74.07,75.36,63.01,21.88,10.76,42.1,1315.0
15835,Turmequé,91.1,34.59,6.91,65.14,57.15,16.13,14.19,6.98,45.1,4002.0
15837,Tuta,91.17,29.39,6.91,79.82,61.79,0.0,14.62,4.39,32.8,6843.0
15839,Tutazá,73.55,17.24,6.91,67.86,84.76,49.04,15.94,16.57,36.4,1568.0
15842,Umbita,79.22,13.88,6.91,71.37,78.54,13.07,10.11,10.38,49.4,6794.0
15861,Ventaquemada,93.45,26.87,6.91,75.42,76.85,12.26,6.41,5.76,25.7,17322.0
15879,Viracachá,86.05,16.63,6.91,61.44,77.68,0.0,14.38,6.05,45.1,2567.0
15897,Zetaquira,62.13,22.7,6.91,79.42,65.45,0.0,23.74,6.9,50.7,4275.0
17000,Caldas,88.75,81.24,7.04,77.22,17.22,17.33,15.0,6.92,22.72,972814.0
17001,Manizales,96.29,93.98,2.38,76.35,3.76,7.71,12.83,5.74,13.9,507551.0
17013,Aguadas,78.77,58.76,6.91,69.61,40.47,12.79,13.45,8.36,30.0,17753.0
17042,Anserma,72.69,65.35,6.91,69.92,34.82,10.71,13.37,8.64,32.5,33633.0
17050,Aranzazu,88.0,71.33,6.91,67.47,26.43,27.93,16.26,6.16,32.1,9770.0
17088,Belalcázar,70.56,54.44,6.91,68.51,46.56,18.46,24.16,8.92,41.2,8935.0
17174,Chinchiná,96.2,93.69,6.91,72.31,8.71,24.44,14.74,7.05,21.8,43208.0
17272,Filadelfia,78.55,64.73,6.91,67.09,56.2,8.62,13.63,5.28,36.2,8066.0
17380,La Dorada,94.24,87.78,6.91,62.9,9.58,26.55,23.51,11.24,26.8,63960.0
17388,La Merced,75.46,54.96,6.91,69.05,53.35,16.71,15.23,6.6,34.5,4165.0
17433,Manzanares,66.0,54.5,6.91,66.83,33.04,27.62,16.13,17.95,37.5,16456.0
17442,Marmato,71.89,54.79,6.91,68.55,80.14,64.31,14.79,13.14,37.6,8117.0
17444,Marquetalia,64.79,48.13,6.91,62.41,41.76,7.28,15.3,9.68,40.7,12007.0
17446,Marulanda,70.19,60.84,6.91,63.97,58.75,38.97,10.04,3.4,34.6,2320.0
17486,Neira,86.58,73.83,6.91,72.02,34.78,13.96,18.04,6.53,31.3,19243.0
17495,Norcasia,78.93,67.42,6.91,67.86,24.92,32.08,33.02,10.35,41.4,5573.0
17513,Pácora,83.39,58.45,6.91,69.07,41.76,12.83,15.42,11.01,33.3,13593.0
17524,Palestina,87.37,76.52,6.91,73.08,57.65,50.14,9.6,8.59,30.1,13819.0
17541,Pensilvania,64.66,54.66,6.91,66.2,50.24,44.77,13.71,5.81,37.3,17877.0
17614,Riosucio,80.27,69.32,6.91,74.16,54.53,9.46,14.29,5.77,29.3,45301.0
17616,Risaralda,59.7,49.08,6.91,69.07,49.2,37.2,14.74,6.38,39.4,9568.0
17653,Salamina,82.24,69.04,6.91,68.17,32.79,10.14,11.38,9.65,28.7,15931.0
17662,Samaná,60.51,43.05,6.91,67.36,59.64,4.92,16.23,7.2,39.9,18129.0
17665,San José,60.67,32.24,6.91,69.8,63.59,20.17,17.23,3.74,39.9,4254.0
17777,Supía,84.37,55.29,6.91,70.59,43.15,13.39,15.35,6.66,31.3,32444.0
17867,Victoria,84.68,59.23,6.91,70.2,47.7,28.48,16.6,10.36,34.9,10635.0
17873,Villamaría,93.61,87.55,6.91,78.61,8.45,4.37,13.07,5.93,17.0,78341.0
17877,Viterbo,93.11,87.46,6.91,69.98,11.55,30.59,16.87,7.32,26.0,10884.0
18000,Caquetá,72.71,65.71,8.43,70.9,37.53,34.71,39.01,16.6,43.79,452026.0
18001,Florencia,90.7,82.59,7.02,69.22,14.4,18.11,26.39,13.24,29.6,207925.0
18029,Albania,57.35,49.89,6.91,59.93,55.53,89.11,26.37,11.88,38.8,4835.0
18094,Belén de Los Andaquíes,69.96,62.64,6.91,67.45,42.44,17.52,39.02,22.56,50.0,11139.0
18150,Cartagena del Chairá,57.47,47.92,6.91,73.1,51.96,50.29,47.72,30.11,63.3,34065.0
18205,Curillo,68.22,57.37,6.91,58.85,34.69,75.59,30.59,19.3,55.4,7545.0
18247,El Doncello,72.39,74.96,6.91,67.6,35.05,10.16,29.14,16.79,44.3,19156.0
18256,El Paujil,54.84,51.64,6.91,64.97,55.23,58.33,30.71,18.5,45.5,19048.0
18410,La Montañita,40.56,37.41,6.91,66.86,83.33,99.98,36.5,16.49,56.2,16156.0
18460,Milán,18.09,29.97,6.91,71.75,89.79,9.84,51.86,15.82,64.6,10839.0
18479,Morelia,58.05,56.56,6.91,63.39,50.03,26.41,28.96,12.92,42.4,3674.0
18592,Puerto Rico,65.62,60.64,6.91,68.8,48.6,55.89,47.44,21.85,54.3,27061.0
18610,San José del Fragua,74.8,61.59,6.91,67.09,52.99,67.27,36.01,18.45,48.7,13175.0
18753,San Vicente del Caguán,56.38,42.36,6.91,72.25,56.87,57.71,40.92,20.81,56.3,52636.0
18756,Solano,40.04,41.55,6.91,61.72,77.61,42.56,51.62,27.02,71.9,11058.0
18785,Solita,58.15,53.59,6.91,58.7,44.92,61.73,34.87,22.16,58.1,6282.0
18860,Valparaíso,42.75,46.44,6.91,64.67,70.66,13.89,36.68,12.74,50.0,7373.0
19000,Cauca,65.05,44.4,17.79,70.57,65.37,56.05,22.12,12.38,37.83,1753565.0
19001,Popayán,96.12,84.9,8.15,77.69,19.89,23.28,19.68,6.7,18.4,385036.0
19022,Almaguer,12.84,8.56,6.91,58.28,95.25,32.49,33.89,20.83,62.9,17250.0
19050,Argelia,50.17,32.53,6.91,70.7,91.74,144.37,24.11,17.53,50.1,29772.0
19075,Balboa,46.56,28.98,6.91,69.85,76.78,87.24,17.27,27.6,47.1,24241.0
19100,Bolívar,23.89,18.5,6.91,65.63,89.85,71.84,28.3,19.43,51.1,35623.0
19110,Buenos Aires,51.98,16.54,6.91,60.81,97.97,141.24,15.08,11.43,42.5,33741.0
19130,Cajibío,34.61,8.04,6.91,69.48,96.59,29.87,23.87,7.25,56.9,54801.0
19137,Caldono,79.43,9.55,6.91,58.23,96.65,75.39,22.59,16.35,56.0,51834.0
19142,Caloto,54.0,27.51,6.91,68.23,84.88,94.47,26.3,7.9,37.4,30357.0
19212,Corinto,57.59,56.43,6.91,67.85,53.89,116.07,27.68,12.15,33.7,27791.0
19256,El Tambo,62.07,8.12,6.91,63.02,96.19,97.02,23.64,14.54,46.0,63714.0
19290,Florencia,88.41,22.63,6.91,59.87,79.44,92.78,10.67,13.11,36.3,4894.0
19300,Guachené,88.39,32.17,6.91,76.23,70.03,98.33,5.4,3.65,20.2,19874.0
19318,Guapi,19.15,10.33,6.91,67.78,51.73,71.08,53.31,83.56,68.9,32141.0
19355,Inzá,24.64,21.8,6.91,63.14,97.39,13.37,18.38,10.06,59.0,26467.0
19364,Jambaló,68.72,20.99,6.91,60.07,91.78,15.9,14.85,9.21,46.5,20839.0
19392,La Sierra,40.12,12.93,6.91,60.61,85.83,36.95,19.59,34.69,53.6,12288.0
19397,La Vega,39.65,18.85,6.91,60.84,97.58,7.99,15.13,23.94,56.7,22888.0
19418,López,11.62,10.9,6.91,69.66,91.89,15.59,40.19,62.41,81.2,21174.0
19450,Mercaderes,66.75,28.73,6.91,58.69,76.69,85.23,22.86,29.35,46.6,34678.0
19455,Miranda,84.82,76.48,6.91,72.45,45.5,110.42,12.97,6.8,21.6,31849.0
19473,Morales,53.11,8.45,6.91,65.42,95.76,46.65,26.36,14.68,48.7,51344.0
19513,Padilla,93.81,64.93,6.91,64.46,58.22,98.5,7.6,8.9,22.0,10564.0
19517,Paéz,14.05,27.44,6.91,66.41,96.04,12.63,21.43,10.28,56.3,63050.0
19532,Patía,51.61,42.51,6.91,69.67,65.91,105.0,23.39,15.21,44.1,41656.0
19533,Piamonte,70.99,30.43,6.91,61.97,78.89,127.54,24.36,11.51,44.0,11466.0
19548,Piendamó,93.32,40.0,6.91,68.11,68.66,18.82,13.97,11.39,30.7,42317.0
19573,Puerto Tejada,96.97,94.05,6.91,73.84,16.14,129.53,7.12,7.97,16.6,42540.0
19585,Puracé,24.04,22.45,6.91,65.1,92.44,5.6,20.18,14.94,39.5,18219.0
19622,Rosas,46.37,14.4,6.91,59.96,92.47,59.71,18.38,14.55,43.2,13059.0
19693,San Sebastián,59.39,22.81,6.91,58.96,95.95,17.94,13.46,21.09,46.4,10123.0
19698,Santander de Quilichao,82.66,54.4,6.91,70.28,55.8,128.01,16.44,7.51,23.8,161415.0
19701,Santa Rosa,20.09,19.24,6.91,59.01,89.71,0.0,35.95,31.97,66.1,4994.0
19743,Silvia,34.61,19.35,6.91,60.07,91.1,10.34,14.31,6.23,43.8,42713.0
19760,Sotará,47.44,11.84,6.91,58.41,97.78,13.85,17.66,18.13,32.3,15832.0
19780,Suárez,40.04,27.32,6.91,64.2,84.11,84.71,30.58,22.63,44.1,43726.0
19785,Sucre,23.1,19.66,6.91,63.89,84.98,30.53,29.48,58.99,75.5,9736.0
19807,Timbío,93.07,39.53,6.91,63.78,61.69,35.25,19.66,12.36,35.7,45128.0
19809,Timbiquí,18.25,15.55,6.91,62.0,78.53,33.29,58.85,77.17,72.4,36457.0
19821,Toribío,67.54,20.15,6.91,72.03,95.29,40.23,22.47,10.2,45.1,48061.0
19824,Totoró,12.35,11.01,6.91,54.42,96.63,15.49,22.92,32.27,55.1,29411.0
19845,Villa Rica,49.76,71.58,6.91,80.47,34.15,119.96,6.56,12.78,22.7,25638.0
20000,Cesar,84.55,73.88,12.51,70.88,23.79,21.85,36.42,18.53,38.45,1899579.0
20001,Valledupar,88.84,81.7,8.21,75.44,12.49,26.08,45.35,13.83,30.5,813654.0
20011,Aguachica,91.13,80.08,6.91,72.41,13.39,39.06,38.51,15.8,37.0,170469.0
20013,Agustín Codazzi,79.42,71.85,6.91,71.7,22.31,25.38,33.62,27.27,44.5,68954.0
20032,Astrea,74.22,58.01,6.91,60.03,47.3,13.75,36.22,36.65,52.8,21316.0
20045,Becerril,80.0,62.08,6.91,67.9,26.06,20.71,66.99,25.98,48.6,34847.0
20060,Bosconia,85.88,78.11,6.91,72.23,6.7,49.02,44.52,30.72,43.8,59481.0
20175,Chimichagua,74.07,39.0,6.91,70.78,61.06,2.67,29.06,30.1,52.5,36405.0
20178,Chiriguaná,83.05,70.28,6.91,70.57,41.27,58.66,20.55,28.52,41.3,37590.0
20228,Curumaní,83.02,73.46,6.91,71.12,30.02,29.21,31.74,26.97,45.8,54299.0
20238,El Copey,87.89,73.52,6.91,72.64,25.24,67.12,35.07,24.65,48.2,38876.0
20250,El Paso,86.41,72.77,6.91,72.81,82.93,59.07,20.65,30.83,40.7,52948.0
20295,Gamarra,90.21,46.69,6.91,65.77,35.1,18.26,20.33,24.26,48.6,14403.0
20310,González,56.38,32.08,6.91,54.87,69.85,84.55,24.55,13.16,56.6,5377.0
20383,La Gloria,82.72,58.02,6.91,72.62,65.62,10.47,26.16,20.42,44.4,20527.0
20400,La Jagua de Ibirico,85.75,78.69,6.91,69.49,23.11,20.84,34.73,16.89,32.6,70435.0
20443,Manaure,82.53,59.03,6.91,62.29,17.42,36.17,51.06,23.98,41.2,13544.0
