MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,factor_izq,pct_cepeda_v1,pct_oposicion_v1,gana_cepeda_pred,pct_cepeda_v2_pred,pct_oposicion_v2_pred,margen_pred
PUERTO PARRA,SANTANDER,68573.0,36.1,55.94,12.24,72.96,65.13,13.2,20.66,75.69,10541.0,0.4829791484867091,44.15836047584665,55.84163952415335,1,50.476911592499796,49.523088407500204,0.95
PUERTO WILCHES,SANTANDER,68575.0,40.3,41.65,83.22,67.64,62.85,26.9,37.39,73.1,36806.0,0.43302458953964607,43.15926929690539,56.84073070309461,1,49.44984088657034,50.55015911342966,-1.1
RIONEGRO,SANTANDER,68615.0,37.8,67.07,7.25,56.75,39.54,5.08,19.82,71.62,22061.0,0.5490820326590397,45.48041815929326,54.51958184070674,1,51.35049207923168,48.64950792076832,2.7
SABANA DE TORRES,SANTANDER,68655.0,36.6,24.55,25.56,73.12,65.25,18.88,25.07,69.51,42890.0,0.32551227556151363,41.00902301734274,58.99097698265726,0,47.33096221256252,52.66903778743748,-5.34
SAN ANDRES,SANTANDER,68669.0,42.4,54.31,11.42,66.47,40.37,6.72,17.01,63.81,7163.0,0.5091241703294604,44.681260912701674,55.318739087298326,1,50.32208583739076,49.67791416260924,0.64
SAN BENITO,SANTANDER,68673.0,49.8,81.68,0.0,36.38,12.68,6.2,12.46,58.56,2647.0,0.689291188813438,48.284601282381225,51.715398717618775,1,53.04352802038122,46.95647197961878,6.09
SAN GIL,SANTANDER,68679.0,13.7,9.77,6.58,95.18,88.58,3.84,11.71,77.13,95906.0,0.12480749811993086,36.99492746851109,63.00507253148891,0,44.36695303161205,55.63304696838795,-11.27
SAN JOAQUIN,SANTANDER,68682.0,41.4,53.59,0.0,52.09,36.35,4.21,17.98,57.04,2803.0,0.4999791165473108,44.498359837058686,55.501640162941314,1,49.5793812972305,50.4206187027695,-0.84
SAN JOSE DE MIRANDA,SANTANDER,68684.0,47.6,70.76,0.0,48.3,28.85,10.93,30.11,61.11,3635.0,0.6215248315420097,46.929274136952664,53.070725863047336,1,52.044194187334924,47.955805812665076,4.09
SAN MIGUEL,SANTANDER,68686.0,33.6,64.85,0.0,83.61,25.54,17.81,18.07,59.0,2307.0,0.5147761037016423,44.794299580145314,55.205700419854686,0,51.25417314556079,48.74582685443921,2.51
SAN VICENTE DE CHUCURI,SANTANDER,68689.0,34.9,53.47,2.92,74.63,42.55,6.15,31.87,74.81,33844.0,0.4638086972991553,43.77495145209557,56.22504854790443,1,50.317377241815564,49.682622758184436,0.63
SANTA HELENA DEL OPON,SANTANDER,68720.0,47.9,66.2,28.78,63.72,45.76,13.09,25.51,65.07,3115.0,0.5998935390617723,46.49664828734792,53.50335171265208,1,51.90739071218807,48.09260928781193,3.81
SANTA BARBARA,SANTANDER,52696.0,75.1,71.63,37.73,4.73,1.1,91.47,64.98,65.62,15455.0,0.7764026030386204,50.02682956688488,49.97317043311512,1,55.63171024542746,44.36828975457254,11.26
SIMACOTA,SANTANDER,68745.0,44.5,68.88,19.56,56.42,28.96,7.28,30.02,71.05,12714.0,0.5949716331239702,46.39821016859187,53.60178983140813,1,52.17493403191234,47.82506596808766,4.35
SOCORRO,SANTANDER,68755.0,15.1,13.11,5.84,93.98,82.84,3.23,7.51,77.19,41553.0,0.14951217594632749,37.489021025039015,62.510978974960985,0,44.8537044952885,55.1462955047115,-10.29
SUAITA,SANTANDER,68770.0,37.8,68.33,9.74,62.57,36.58,11.29,14.63,64.52,9221.0,0.5555125726202523,45.60902895851751,54.39097104148249,1,51.43084124369204,48.56915875630796,2.86
SUCRE,SANTANDER,19785.0,75.5,84.98,30.53,23.1,19.66,58.99,29.48,63.89,9736.0,0.8467238888160512,51.43325528243349,48.56674471756651,1,56.274875485133975,43.725124514866025,12.55
SURATA,SANTANDER,68780.0,44.2,68.16,0.0,39.4,30.81,15.74,18.64,61.8,4696.0,0.5896559010048403,46.291895526209274,53.708104473790726,1,51.48579800651025,48.51420199348975,2.97
TONA,SANTANDER,68820.0,45.8,85.74,0.0,40.66,25.75,7.62,14.04,58.04,8820.0,0.688129979502947,48.26137709617141,51.73862290382859,1,53.02641428388571,46.97358571611429,6.05
VALLE DE SAN JOSE,SANTANDER,68855.0,36.6,50.89,0.0,61.71,41.93,5.95,10.84,67.03,8086.0,0.45994118236972026,43.697601153506874,56.302398846493126,1,49.59882196212537,50.40117803787463,-0.8
VETAS,SANTANDER,68867.0,31.9,58.39,0.0,63.64,37.29,10.59,7.4,57.96,1781.0,0.47250704621094874,43.948918430331446,56.051081569668554,0,49.740127869450255,50.259872130549745,-0.52
VELEZ,SANTANDER,68861.0,32.3,36.67,7.84,73.04,60.62,7.75,18.87,68.91,28327.0,0.3638449697346282,41.77567690080503,58.22432309919497,0,47.98319242552973,52.01680757447027,-4.03
VILLANUEVA,SANTANDER,13873.0,54.1,13.27,23.19,53.87,1.37,39.07,43.37,52.55,38611.0,0.36367667367472156,41.7723109796069,58.2276890203931,0,47.73775277078412,52.26224722921588,-4.52
ZAPATOCA,SANTANDER,68895.0,26.9,26.73,0.0,81.11,71.17,5.26,9.5,69.19,10053.0,0.2835746730846244,40.17027096780495,59.82972903219505,0,46.615587033388294,53.384412966611706,-6.77
SINCELEJO,SUCRE,70001.0,30.4,11.72,28.56,90.86,87.34,17.87,27.91,73.76,393773.0,0.22611619821099166,39.0211014703323,60.9788985296677,0,45.79731189748641,54.20268810251359,-8.41
BUENAVISTA,SUCRE,15109.0,44.9,73.82,0.0,50.8,17.42,5.69,16.37,61.21,4026.0,0.6223716164618784,46.94620983535004,53.05379016464996,1,52.25887372601887,47.74112627398113,4.52
CAIMITO,SUCRE,70124.0,58.7,75.93,12.31,90.34,28.02,38.92,28.92,62.09,20932.0,0.7086325604520117,48.6714287151527,51.3285712848473,1,54.86818379190336,45.13181620809664,9.74
COROZAL,SUCRE,70215.0,34.5,24.04,11.02,95.06,78.62,16.2,24.66,70.04,92826.0,0.31142147296910655,40.7272069654946,59.2727930345054,0,47.338105102580116,52.661894897419884,-5.32
COVEÑAS,SUCRE,70221.0,45.0,39.75,20.01,60.25,28.75,24.55,31.57,83.78,25489.0,0.44903890330380686,43.4795555721886,56.5204444278114,1,50.503277498121335,49.496722501878665,1.01
EL ROBLE,SUCRE,70233.0,64.3,56.46,37.4,91.21,58.37,42.73,28.52,63.54,10670.0,0.6398999805460028,47.296777117032526,52.703222882967474,0,53.13048824305764,46.86951175694236,6.26
CHALAN,SUCRE,70230.0,73.9,36.01,42.85,89.3,57.64,62.85,55.22,49.65,5101.0,0.5880477076334492,46.25973165878145,53.74026834121855,0,51.61166792985418,48.38833207014582,3.22
GUARANDA,SUCRE,70265.0,66.1,59.81,26.24,49.22,6.93,51.79,62.48,65.43,21939.0,0.6668438782112776,47.83565507033802,52.16434492966198,1,53.7704527591918,46.2295472408082,7.54
LA UNION,SUCRE,52399.0,48.6,58.63,31.47,48.88,41.14,13.81,20.78,71.1,39575.0,0.5650885849260782,45.80054920463403,54.19945079536597,1,51.31325133494076,48.68674866505924,2.63
LOS PALMITOS,SUCRE,70418.0,41.6,51.69,8.18,94.66,44.17,21.02,23.13,60.68,29299.0,0.49137636247777366,44.32630475566794,55.67369524433206,0,50.676269813611725,49.323730186388275,1.35
MAJAGUAL,SUCRE,70429.0,64.4,71.95,12.74,82.33,6.35,36.2,57.78,62.18,44464.0,0.7195018391956275,48.88881429002502,51.11118570997498,1,54.9870952434085,45.0129047565915,9.97
MORROA,SUCRE,70473.0,42.8,39.54,24.62,81.34,65.06,22.94,36.8,66.49,20328.0,0.43593213570268574,43.21742022016618,56.78257977983382,0,49.3249477967399,50.6750522032601,-1.35
OVEJAS,SUCRE,70508.0,51.5,49.97,33.33,75.81,51.16,24.94,33.47,65.53,24926.0,0.5367557143045396,45.23389179220326,54.76610820779674,1,51.05758055873992,48.94241944126008,2.12
PALMITO,SUCRE,70523.0,65.1,66.02,6.48,44.57,36.67,41.6,46.09,57.9,20162.0,0.6930667942157973,48.36011339042842,51.63988660957158,1,53.20062633730319,46.79937366269681,6.4
SAMPUES,SUCRE,70670.0,56.9,49.27,25.99,77.16,53.82,37.88,44.98,68.84,63088.0,0.5627236735043036,45.753250976198544,54.246749023801456,1,51.81269562300389,48.18730437699611,3.63
SAN BENITO ABAD,SUCRE,70678.0,63.0,80.21,16.4,86.08,2.89,25.93,39.04,45.56,36230.0,0.7539989578375375,49.57875666286321,50.42124333713679,0,54.78952257203853,45.21047742796147,9.58
SAN MARCOS,SUCRE,70708.0,59.1,44.64,32.24,90.53,4.53,31.97,26.74,71.33,72938.0,0.5511290018893382,45.521357543899235,54.478642456100765,1,52.53999354757452,47.46000645242548,5.08
SAN ONOFRE,SUCRE,70713.0,69.0,61.29,38.21,75.64,21.07,36.79,45.14,70.39,54279.0,0.6902615434680692,48.304008375473856,51.695991624526144,1,54.359896117978124,45.640103882021876,8.72
SAN PEDRO,SUCRE,70717.0,47.1,34.76,20.33,85.73,73.52,27.35,35.17,68.57,23758.0,0.4350598886052065,43.1999752782166,56.8000247217834,0,49.35402987393375,50.64597012606625,-1.29
SUCRE,SUCRE,19785.0,75.5,84.98,30.53,23.1,19.66,58.99,29.48,63.89,9736.0,0.8467238888160512,51.43325528243349,48.56674471756651,1,56.274875485133975,43.725124514866025,12.55
IBAGUE,TOLIMA,73001.0,14.8,6.81,14.52,96.36,94.09,4.48,18.07,74.78,571509.0,0.11571833828468456,36.81314427180616,63.18685572819384,0,43.9264689655594,56.0735310344406,-12.15
ALPUJARRA,TOLIMA,73024.0,30.9,49.62,22.32,88.66,61.61,11.56,12.33,63.43,5185.0,0.4222779871210518,42.9443372485335,57.0556627514665,0,49.22843063183782,50.77156936816218,-1.54
ALVARADO,TOLIMA,73026.0,38.8,59.77,11.42,83.91,52.24,9.6,17.61,73.06,8027.0,0.5172961892277568,44.8447012906676,55.1552987093324,1,51.25342882699948,48.74657117300052,2.51
AMBALEMA,TOLIMA,73030.0,32.9,19.41,151.65,94.26,85.99,16.06,16.6,63.55,6488.0,0.2790390551834628,40.07955860978172,59.92044139021828,0,46.23793503048937,53.76206496951063,-7.52
ANZOATEGUI,TOLIMA,73043.0,55.8,83.54,39.77,65.01,26.54,8.69,23.34,62.6,10082.0,0.7316066477725396,49.13091046156326,50.86908953843674,1,54.238088648603366,45.761911351396634,8.48
ATACO,TOLIMA,73067.0,64.0,69.94,20.82,38.79,33.03,25.35,37.81,67.27,21620.0,0.7070554130691104,48.639885767494675,51.360114232505325,1,53.52163330202054,46.47836669797946,7.04
CAJAMARCA,TOLIMA,73124.0,36.2,42.85,10.79,69.06,60.73,6.48,16.56,66.13,16730.0,0.4167200292859713,42.8331780918319,57.1668219081681,0,48.62197269720265,51.37802730279735,-2.76
CARMEN DE APICALA,TOLIMA,73148.0,20.7,23.28,28.56,95.36,76.13,5.38,18.3,71.76,11400.0,0.23205039322312976,39.13978537057506,60.86021462942494,0,46.12789743381494,53.87210256618506,-7.74
CASABIANCA,TOLIMA,73152.0,43.8,71.38,47.4,68.98,34.91,6.38,18.09,59.56,6272.0,0.6039013193204993,46.576803892522456,53.423196107477544,1,51.94113390712248,48.05886609287752,3.88
COELLO,TOLIMA,73200.0,35.8,79.67,23.91,83.29,39.52,7.94,17.29,68.52,8135.0,0.6024465132339668,46.5477077707918,53.4522922292082,1,52.83749483991953,47.16250516008047,5.67
COYAIMA,TOLIMA,73217.0,62.1,80.53,17.7,35.53,19.09,24.97,40.06,66.2,22532.0,0.7507086972768201,49.512951451648874,50.487048548351126,1,54.47144272762981,45.52855727237019,8.94
CUNDAY,TOLIMA,73226.0,40.8,69.51,11.88,70.26,46.52,13.82,20.52,59.41,8613.0,0.577946202885758,46.05770156382763,53.94229843617237,0,51.57487120057058,48.42512879942942,3.15
CHAPARRAL,TOLIMA,73168.0,39.7,40.86,45.09,73.12,60.59,14.94,31.3,72.34,52325.0,0.4257104673448689,43.01298685300985,56.98701314699015,1,49.21115356654724,50.78884643345276,-1.58
DOLORES,TOLIMA,73236.0,32.8,56.58,36.47,78.76,43.52,11.7,22.5,62.36,8208.0,0.46819293808737505,43.86263626785997,56.13736373214003,0,50.032896090887995,49.967103909112005,0.07
ESPINAL,TOLIMA,73268.0,19.2,26.28,64.44,89.37,80.39,7.84,10.98,77.02,68891.0,0.23915551337668903,39.28188777364625,60.71811222635375,0,46.394189686746564,53.605810313253436,-7.21
FALAN,TOLIMA,73270.0,39.3,73.92,13.47,79.12,29.99,8.83,21.7,58.21,7580.0,0.5922474034721029,46.34372557555453,53.65627442444547,1,52.13703301694482,47.86296698305518,4.27
FLANDES,TOLIMA,73275.0,17.4,12.48,48.67,93.55,87.6,6.28,12.19,73.42,28306.0,0.1588789628585002,37.67635676328247,62.32364323671753,0,44.73190715090939,55.26809284909061,-10.54
FRESNO,TOLIMA,73283.0,33.6,47.01,35.09,69.78,57.28,9.98,13.78,69.78,29832.0,0.42372782361590167,42.9733339784305,57.0266660215695,1,49.12265506193195,50.87734493806805,-1.75
GUAMO,TOLIMA,73319.0,32.2,47.03,39.47,68.08,50.37,12.62,15.39,73.39,32299.0,0.4161712523527387,42.822202553167244,57.177797446832756,1,49.31459052777914,50.68540947222086,-1.37
HERVEO,TOLIMA,73347.0,54.0,64.33,41.38,55.31,50.74,5.14,20.04,71.88,6495.0,0.6237196042462871,46.973169591038214,53.026830408961786,1,52.090159390906344,47.909840609093656,4.18
HONDA,TOLIMA,73349.0,25.8,5.28,44.6,95.99,91.57,10.25,12.59,72.2,24036.0,0.16808488017923587,37.860475109697184,62.139524890302816,0,44.69467330341072,55.30532669658928,-10.61
ICONONZO,TOLIMA,73352.0,33.7,67.25,16.77,69.4,34.5,7.37,16.08,59.61,12075.0,0.5275717971986691,45.05021345008585,54.94978654991415,1,50.85949108827392,49.14050891172608,1.72
LERIDA,TOLIMA,73408.0,28.1,23.77,53.44,92.71,88.2,12.68,16.91,72.57,16505.0,0.2750325592012381,39.99942869013723,60.00057130986277,0,46.67279345316343,53.32720654683657,-6.65
LIBANO,TOLIMA,73411.0,33.4,33.85,19.22,80.84,68.46,7.71,18.7,70.53,35995.0,0.3554703143395167,41.6081837929028,58.3918162070972,0,47.90250794671047,52.09749205328953,-4.19
MELGAR,TOLIMA,73449.0,19.7,17.29,34.32,93.34,80.48,8.26,15.15,77.38,43259.0,0.19600935087305116,38.41896452357349,61.58103547642651,0,45.70452485832694,54.29547514167306,-8.59
MURILLO,TOLIMA,73461.0,50.4,51.7,72.05,59.14,54.66,8.46,19.69,65.38,3675.0,0.539567442272888,45.29012635157023,54.70987364842977,1,50.370931685735954,49.629068314264046,0.74
NATAGAIMA,TOLIMA,73483.0,42.1,40.74,20.34,93.04,50.5,21.33,19.59,69.53,17111.0,0.43822713781224953,43.26332026235746,56.73667973764254,0,49.97131005174555,50.02868994825445,-0.06
ORTEGA,TOLIMA,73504.0,51.3,77.34,5.8,67.81,28.06,17.09,30.07,67.2,35289.0,0.6753472404471605,48.00572231505568,51.99427768494432,1,53.76821663435384,46.23178336564616,7.54
PALOCABILDO,TOLIMA,73520.0,45.5,66.55,50.68,73.7,36.27,10.75,20.12,61.69,9746.0,0.5885506973174702,46.269791452461874,53.730208547538126,1,51.8748411723632,48.1251588276368,3.75
PIEDRAS,TOLIMA,73547.0,27.2,63.53,0.0,92.02,59.42,8.53,13.7,71.41,7776.0,0.47302840663276324,43.95934563876773,56.04065436123227,0,50.712224120614366,49.287775879385634,1.42
PLANADAS,TOLIMA,73555.0,55.4,68.77,65.56,52.91,42.21,21.32,34.41,71.09,28835.0,0.6540382455308853,47.57954241673018,52.42045758326982,1,52.974096744850726,47.025903255149274,5.95
PRADO,TOLIMA,73563.0,36.6,52.92,23.65,85.43,46.36,13.52,21.1,64.57,7842.0,0.4703014967516739,43.90480744114595,56.09519255885405,0,50.21775709015614,49.78224290984386,0.44
PURIFICACION,TOLIMA,73585.0,32.6,41.06,25.42,89.33,62.89,11.5,19.2,72.18,23058.0,0.3878909253915759,42.256596013943984,57.743403986056016,0,48.94119643809603,51.05880356190397,-2.12
