MUNNOMBRE,DEPNOMBRE,cod_mpio,ipm,pct_rural,tasa_homicidios,cobertura_acueducto,cobertura_alcantarillado,nbi_urbano,nbi_rural,desempeno_fiscal,poblacion_total,factor_izq,pct_cepeda_v1,pct_oposicion_v1,gana_cepeda_pred,pct_cepeda_v2_pred,pct_oposicion_v2_pred,margen_pred
PUERTO LIBERTADOR,CORDOBA,23580.0,58.9,69.13,18.09,48.02,18.12,25.21,70.44,72.2,50302.0,0.6750221509777588,47.999220525667646,52.000779474332354,1,53.66815872513354,46.33184127486646,7.34
PUERTO ESCONDIDO,CORDOBA,23574.0,67.9,83.24,4.04,28.48,1.78,42.88,81.23,65.53,23548.0,0.7962681270044485,50.42414004620144,49.57585995379856,1,55.6072773829666,44.3927226170334,11.21
PURISIMA,CORDOBA,23586.0,53.1,57.99,28.01,56.93,36.5,28.84,42.89,65.78,21619.0,0.5864393467477317,46.2275644410671,53.7724355589329,1,51.873978849134915,48.126021150865085,3.75
SAHAGUN,CORDOBA,23660.0,40.4,50.99,26.81,74.28,51.76,22.9,27.41,83.01,131939.0,0.4812392888547805,44.12356328320808,55.87643671679192,1,51.07909099491238,48.92090900508762,2.16
SAN ANDRES DE SOTAVENTO,CORDOBA,68669.0,42.4,54.31,11.42,66.47,40.37,6.72,17.01,63.81,7163.0,0.5091241703294604,44.681260912701674,55.318739087298326,1,50.32208583739076,49.67791416260924,0.64
SAN ANTERO,CORDOBA,23672.0,46.0,52.68,36.55,71.4,45.08,30.95,27.7,75.01,46360.0,0.5204989514719931,44.90875653555233,55.09124346444767,1,51.49538946448765,48.50461053551235,2.99
SAN BERNARDO DEL VIENTO,CORDOBA,23675.0,57.0,77.26,7.97,58.61,4.8,28.63,46.92,68.13,46981.0,0.7061205714516725,48.621188935145916,51.378811064854084,1,54.62437060940063,45.37562939059937,9.25
SAN CARLOS,CORDOBA,23678.0,58.0,83.63,32.4,38.16,0.63,24.04,41.52,61.98,29420.0,0.7441009829964025,49.380797166040516,50.619202833959484,1,54.54970069020073,45.45029930979927,9.1
SAN JOSE DE URE,CORDOBA,23682.0,61.3,62.22,7.13,39.79,29.97,42.0,60.66,63.6,17834.0,0.6528853560986048,47.55648462808456,52.44351537191544,1,52.82624135712283,47.17375864287717,5.65
SAN PELAYO,CORDOBA,23686.0,45.8,83.24,18.59,43.25,8.07,21.27,40.65,74.07,64344.0,0.6753709716433982,48.00619693898043,51.99380306101957,1,54.12140775863357,45.87859224136643,8.24
TIERRALTA,CORDOBA,23807.0,63.8,54.13,24.84,42.04,22.13,38.9,71.62,67.09,110032.0,0.6252733554616036,47.00424461534454,52.99575538465546,1,52.46359512093956,47.53640487906044,4.93
TUCHIN,CORDOBA,23815.0,78.0,85.94,5.38,41.04,11.89,51.43,82.94,64.11,72229.0,0.8652994966306169,51.80476743872481,48.19523256127519,1,56.828497292429795,43.171502707570205,13.66
VALENCIA,CORDOBA,23855.0,53.1,53.93,21.69,55.26,35.57,32.47,76.91,65.66,33984.0,0.5657187179838243,45.81315186578895,54.18684813421105,1,51.50885846454534,48.49114153545466,3.02
AGUA DE DIOS,CUNDINAMARCA,25001.0,17.9,15.52,7.8,95.23,80.09,6.66,12.57,69.98,11098.0,0.17712914617501135,38.041360429612695,61.958639570387305,0,45.08404905694402,54.91595094305598,-9.83
ALBAN,CUNDINAMARCA,25019.0,25.8,56.37,14.54,82.42,26.85,7.19,10.84,69.56,7243.0,0.42882796479697594,43.075336802051986,56.924663197948014,1,50.09042430337293,49.90957569662707,0.18
ANAPOIMA,CUNDINAMARCA,25035.0,22.6,46.91,17.41,85.38,52.82,6.59,13.32,79.96,21720.0,0.36304240859692455,41.75962567805096,58.24037432194904,1,49.102824672449486,50.897175327550514,-1.79
ANOLAIMA,CUNDINAMARCA,25040.0,22.7,52.79,12.79,86.76,43.66,6.6,11.38,67.23,14501.0,0.3935986410344434,42.370750326801335,57.629249673198665,0,49.2293516767837,50.7706483232163,-1.54
ARBELAEZ,CUNDINAMARCA,25053.0,20.0,45.82,9.12,88.2,42.25,10.57,9.68,67.89,9065.0,0.3432562864218024,41.363903234548516,58.636096765451484,0,48.53788539976585,51.46211460023415,-2.92
BELTRAN,CUNDINAMARCA,25086.0,38.3,66.56,51.02,78.94,74.88,10.42,9.46,64.49,1501.0,0.5492144248149916,45.4830660024123,54.5169339975877,0,51.00811680137995,48.99188319862005,2.02
BITUIMA,CUNDINAMARCA,25095.0,29.3,65.48,0.0,71.75,25.9,4.85,10.7,62.7,2054.0,0.49446839775227047,44.388145461157876,55.611854538842124,1,50.65228221504678,49.34771778495322,1.3
BOJACA,CUNDINAMARCA,25099.0,16.8,11.02,8.4,93.68,81.87,4.55,8.49,73.46,12845.0,0.14814542655736393,37.461686037259746,62.538313962740254,0,44.64035621711787,55.35964378288213,-10.72
CABRERA,CUNDINAMARCA,25120.0,39.5,64.76,19.76,36.78,27.68,7.87,10.9,65.97,4685.0,0.546592490578436,45.430627317681186,54.569372682318814,1,50.824644967703634,49.175355032296366,1.65
CACHIPAY,CUNDINAMARCA,25123.0,20.6,47.87,26.14,90.66,40.36,8.12,9.92,70.02,9823.0,0.3570009485777922,41.638796477668315,58.361203522331685,0,48.88935981855518,51.11064018144482,-2.22
CAJICA,CUNDINAMARCA,25126.0,6.8,33.67,3.01,99.65,98.22,3.11,3.22,85.3,168664.0,0.20903744257888082,38.67952635769009,61.32047364230991,0,46.45361779205274,53.54638220794726,-7.09
CAPARRAPI,CUNDINAMARCA,25148.0,41.2,58.71,7.18,52.3,28.18,19.67,32.54,66.65,7379.0,0.525015472739947,44.999086960911406,55.000913039088594,1,50.957012505620376,49.042987494379624,1.91
CAQUEZA,CUNDINAMARCA,25151.0,21.7,38.15,10.39,56.22,48.45,7.28,7.61,71.46,18497.0,0.3134114314903258,40.76700613591898,59.23299386408102,0,47.300804477392404,52.699195522607596,-5.4
CARMEN DE CARUPA,CUNDINAMARCA,25154.0,31.2,52.77,23.49,83.16,28.77,9.41,13.8,65.88,7142.0,0.4399954748796633,43.29868700370574,56.70131299629426,0,49.99763540338123,50.00236459661877,-0.0
COGUA,CUNDINAMARCA,25200.0,12.6,47.05,3.82,94.16,68.28,2.64,4.11,78.01,30867.0,0.3090523178510637,40.67982386313374,59.32017613686626,0,48.154845485179415,51.845154514820585,-3.69
COTA,CUNDINAMARCA,25214.0,9.0,36.59,10.4,96.8,86.16,4.04,3.97,86.81,62577.0,0.23597497469975293,39.21827700010753,60.78172299989247,0,47.12003821904594,52.87996178095406,-5.76
CUCUNUBA,CUNDINAMARCA,25224.0,25.0,68.95,22.59,84.74,19.14,9.13,11.85,77.6,8480.0,0.48865492473134614,44.27187600073939,55.72812399926061,1,51.81184703541413,48.18815296458587,3.62
CHAGUANI,CUNDINAMARCA,25168.0,58.7,64.96,21.37,43.68,25.28,8.3,17.18,64.53,4241.0,0.6526460339643114,47.5516981853987,52.4483018146013,1,52.38321168668709,47.61678831331291,4.77
CHIA,CUNDINAMARCA,25175.0,6.7,18.18,4.36,99.25,92.96,2.75,3.67,79.36,239430.0,0.12943558392925625,37.087489184697596,62.912510815302404,0,44.734782286924045,55.265217713075955,-10.53
CHIPAQUE,CUNDINAMARCA,25178.0,31.1,54.02,18.54,57.2,31.17,4.63,11.39,74.13,9954.0,0.44582793285757777,43.41533616326402,56.58466383673598,1,49.85236346147051,50.14763653852949,-0.3
CHOACHI,CUNDINAMARCA,25181.0,22.5,44.34,8.34,85.23,41.91,4.04,10.42,76.54,10565.0,0.3493791025654484,41.48635955742144,58.51364044257856,1,48.801876034236514,51.198123965763486,-2.4
CHOCONTA,CUNDINAMARCA,25183.0,27.5,30.68,4.32,86.98,53.14,4.34,11.3,72.48,23116.0,0.30701618121387136,40.639101130389896,59.360898869610104,0,47.55331134914604,52.44668865085396,-4.89
EL COLEGIO,CUNDINAMARCA,25245.0,18.3,40.03,10.69,93.98,49.55,4.55,8.3,73.42,31890.0,0.30440664303746806,40.58691036686183,59.41308963313817,0,47.99726460528145,52.00273539471855,-4.01
EL PEÑON,CUNDINAMARCA,13268.0,67.7,66.49,0.0,54.73,2.8,27.19,58.65,47.96,6529.0,0.7096886824417514,48.692551154947495,51.307448845052505,1,53.347397878802376,46.652602121197624,6.69
EL ROSAL,CUNDINAMARCA,25260.0,12.8,5.36,3.76,96.3,90.82,7.49,5.22,77.91,33291.0,0.09737719468894712,36.44632139989141,63.55367860010859,0,44.004548249563065,55.995451750436935,-11.99
FACATATIVA,CUNDINAMARCA,25269.0,10.5,4.02,14.94,97.67,94.67,3.48,8.61,76.25,210682.0,0.07795630958344993,36.05790369778147,63.94209630221853,0,43.46847762892946,56.53152237107054,-13.06
FOMEQUE,CUNDINAMARCA,25279.0,27.4,38.39,7.28,83.86,43.04,2.36,9.19,67.35,11744.0,0.34581791550086,41.41513581612967,58.58486418387033,0,48.07957180366455,51.92042819633545,-3.84
FOSCA,CUNDINAMARCA,25281.0,45.2,59.42,0.0,34.16,25.3,6.06,15.52,62.15,4327.0,0.5505208690464571,45.50919488704161,54.49080511295839,1,50.51287746025672,49.48712253974328,1.03
FUNZA,CUNDINAMARCA,25286.0,7.8,1.95,8.87,99.39,98.46,3.16,6.52,86.18,194980.0,0.05262161037552468,35.55120971362296,64.44879028637703,0,43.52809126674869,56.47190873325131,-12.94
FUQUENE,CUNDINAMARCA,25288.0,23.6,82.53,0.0,85.59,16.76,3.59,8.8,71.79,4075.0,0.550303212098376,45.50484174807999,54.49515825192001,1,52.67596258011267,47.32403741988733,5.35
FUSAGASUGA,CUNDINAMARCA,25290.0,12.2,9.41,6.65,97.12,85.68,4.09,7.81,77.43,206124.0,0.11476451171025649,36.7940677403176,63.2059322596824,0,44.31050680753343,55.68949319246657,-11.38
GACHALA,CUNDINAMARCA,25293.0,51.5,48.33,0.0,44.42,35.46,4.72,24.23,66.18,4229.0,0.5283858051486756,45.06649360908598,54.93350639091402,1,50.13600854217123,49.86399145782877,0.27
GACHANCIPA,CUNDINAMARCA,25295.0,11.1,19.13,24.06,97.02,85.13,3.99,5.94,76.44,26936.0,0.15835402879772287,37.665858082066926,62.334141917933074,0,45.124337710222335,54.875662289777665,-9.75
GACHETA,CUNDINAMARCA,25297.0,43.2,41.76,21.84,54.46,39.93,4.19,23.53,63.71,8096.0,0.449450318489405,43.48778387590057,56.51221612409943,1,48.875918085888785,51.124081914111215,-2.25
GAMA,CUNDINAMARCA,25299.0,42.9,58.94,0.0,22.53,22.44,5.28,9.0,60.31,2930.0,0.5354890826446447,45.20855915900536,54.79144084099464,1,50.006639552296505,49.993360447703495,0.01
GIRARDOT,CUNDINAMARCA,25307.0,13.4,2.38,40.77,98.75,95.01,6.65,18.89,77.0,103607.0,0.08545073303152463,36.20779216674296,63.79220783325704,0,43.63363659221416,56.36636340778584,-12.73
GUACHETA,CUNDINAMARCA,25317.0,25.7,38.78,7.02,90.37,46.28,10.55,12.86,71.73,17375.0,0.3385085395453304,41.26894829701908,58.73105170298092,0,48.457594447001654,51.542405552998346,-3.08
GUADUAS,CUNDINAMARCA,25320.0,27.2,41.67,2.81,67.79,65.53,5.29,13.58,75.1,27516.0,0.36146364190886815,41.728050344289834,58.271949655710166,0,48.15458569211585,51.84541430788415,-3.69
GUASCA,CUNDINAMARCA,25322.0,15.5,41.85,11.36,91.18,49.51,2.99,5.88,78.93,22544.0,0.2983779141071408,40.466335788255286,59.533664211744714,0,48.140457902171306,51.859542097828694,-3.72
GUATAQUI,CUNDINAMARCA,25324.0,32.9,42.97,36.08,79.79,60.18,14.54,4.35,60.03,3551.0,0.39927994525185107,42.48437641114949,57.51562358885051,0,48.486464749067636,51.513535250932364,-3.03
GUATAVITA,CUNDINAMARCA,25326.0,33.1,47.07,13.69,81.84,38.3,1.9,11.18,70.41,5653.0,0.42129881004523106,42.92475370701709,57.07524629298291,1,49.49281132431312,50.50718867568688,-1.01
GUAYABAL DE SIQUIMA,CUNDINAMARCA,25328.0,29.4,59.81,0.0,80.17,28.81,3.25,13.17,66.69,6180.0,0.46607801387867365,43.82033778368594,56.17966221631406,1,50.39842646783746,49.60157353216254,0.8
GUAYABETAL,CUNDINAMARCA,25335.0,29.6,50.78,44.48,38.38,38.32,5.69,11.55,81.76,7397.0,0.42108656939370315,42.92050889398653,57.07949110601347,1,49.31686990465274,50.68313009534726,-1.37
GUTIERREZ,CUNDINAMARCA,25339.0,37.6,53.72,26.14,47.03,31.44,8.27,11.18,61.02,3198.0,0.47985483878532903,44.09587428181905,55.90412571818095,1,49.54516954040405,50.45483045959595,-0.91
GRANADA,CUNDINAMARCA,25312.0,19.9,56.32,11.76,86.4,43.36,7.61,4.03,71.5,7580.0,0.39629707348004756,42.42471897571342,57.57528102428658,0,49.59115832928915,50.40884167071085,-0.82
JERUSALEN,CUNDINAMARCA,25368.0,34.9,52.67,40.27,45.04,27.35,14.59,12.95,62.52,1593.0,0.4597258147840997,43.69329380179446,56.30670619820554,1,49.46154461010182,50.53845538989818,-1.08
JUNIN,CUNDINAMARCA,25372.0,57.8,69.27,0.0,49.86,19.55,6.22,17.49,61.74,2779.0,0.669719149947434,47.89316050506115,52.10683949493885,1,52.773998277715634,47.226001722284366,5.55
LA CALERA,CUNDINAMARCA,25377.0,9.8,54.41,2.83,89.04,59.94,1.78,4.22,74.72,56594.0,0.3312975503374967,41.124728512862404,58.875271487137596,0,48.48858082113851,51.51141917886149,-3.02
LA MESA,CUNDINAMARCA,25386.0,18.3,31.3,7.74,88.88,58.74,3.38,15.77,77.55,46678.0,0.25985218759192347,39.69582125795094,60.30417874204906,0,47.092018551037256,52.907981448962744,-5.82
LA PALMA,CUNDINAMARCA,25394.0,39.4,39.57,9.8,46.98,43.34,9.21,29.98,65.13,9158.0,0.4174856814337618,42.84849113478771,57.15150886521229,1,48.36458584518626,51.63541415481374,-3.27
LA PEÑA,CUNDINAMARCA,25398.0,50.3,64.64,16.41,24.05,15.33,12.63,33.33,62.69,5470.0,0.6050610210020528,46.59999792615353,53.40000207384647,1,51.473979026897965,48.526020973102035,2.95
LA VEGA,CUNDINAMARCA,19397.0,56.7,97.58,7.99,39.65,18.85,23.94,15.13,60.84,22888.0,0.8081846494785055,50.66247049568258,49.33752950431742,1,55.53312491961693,44.46687508038307,11.07
LENGUAZAQUE,CUNDINAMARCA,25407.0,29.1,54.65,8.64,72.51,32.37,4.49,12.33,68.09,10438.0,0.4381022838009849,43.260823182132164,56.739176817867836,1,49.765430571131276,50.234569428868724,-0.47
MACHETA,CUNDINAMARCA,25426.0,38.2,55.16,15.32,65.4,25.95,10.69,12.84,68.7,5751.0,0.4904863030235889,44.30850356658425,55.69149643341575,1,50.60627777224672,49.39372222775328,1.21
MADRID,CUNDINAMARCA,25430.0,10.4,2.7,11.73,99.13,95.43,3.24,6.68,80.32,182904.0,0.07067250748174819,35.91222765574743,64.08777234425257,0,43.55254831785565,56.44745168214435,-12.89
MANTA,CUNDINAMARCA,25436.0,35.5,55.7,0.0,74.06,24.37,4.98,8.04,61.28,2458.0,0.4784720080210326,44.06821766653312,55.93178233346688,0,50.18956363474875,49.81043636525125,0.38
MEDINA,CUNDINAMARCA,25438.0,38.5,34.37,34.07,56.25,54.05,7.75,34.92,66.91,8423.0,0.3860235315191606,42.21924813649568,57.78075186350432,1,47.85595549006717,52.14404450993283,-4.29
MOSQUERA,CUNDINAMARCA,25473.0,9.6,1.0,4.95,98.61,98.67,3.36,5.95,81.69,258239.0,0.057620014522375335,35.65117779655998,64.34882220344002,0,43.33624682303461,56.66375317696539,-13.33
NARIÑO,CUNDINAMARCA,25483.0,27.8,21.01,75.7,76.47,69.15,8.23,14.34,64.42,2484.0,0.2593054766687163,39.684887039486796,60.315112960513204,0,45.842053755295,54.157946244705,-8.32
NEMOCON,CUNDINAMARCA,25486.0,14.2,35.46,12.83,97.63,74.55,3.57,5.48,67.61,17644.0,0.25865429264395456,39.67186335899156,60.32813664100844,0,46.658892649358506,53.341107350641494,-6.68
NILO,CUNDINAMARCA,25488.0,22.1,60.25,7.99,77.55,52.78,5.28,9.6,79.82,10520.0,0.4283892447761774,43.06656240163601,56.93343759836399,1,50.158613875978425,49.841386124021575,0.32
NIMAIMA,CUNDINAMARCA,25489.0,30.2,62.25,25.56,69.78,33.92,3.9,15.1,64.96,3319.0,0.48290717316447296,44.156920969401924,55.843079030598076,1,50.31420731806419,49.68579268193581,0.63
NOCAIMA,CUNDINAMARCA,25491.0,26.2,52.28,14.21,59.72,36.88,7.17,12.45,64.75,3843.0,0.4101424117461939,42.701625741036345,57.298374258963655,1,48.894008102789186,51.105991897210814,-2.21
PACHO,CUNDINAMARCA,25513.0,27.7,31.12,7.45,69.37,50.38,5.38,10.88,75.31,23978.0,0.3103558585008719,40.70589467612991,59.29410532387009,0,47.455280433107866,52.544719566892134,-5.09
PAIME,CUNDINAMARCA,25518.0,55.0,72.76,0.0,20.45,16.45,15.38,37.47,63.95,2416.0,0.6722134382672855,47.94304627145818,52.05695372854182,1,52.64076144642763,47.35923855357237,5.28
PANDI,CUNDINAMARCA,25524.0,36.7,65.44,0.0,69.92,24.11,9.02,13.81,65.0,4092.0,0.5347456540641544,45.19369058739556,54.80630941260444,1,51.389378443833266,48.610621556166734,2.78
PARATEBUENO (LA NAGUAYA),CUNDINAMARCA,25530.0,37.4,46.02,40.46,66.79,62.64,12.76,17.34,77.6,8772.0,0.4394630026741987,43.28803755959644,56.71196244040356,1,49.60426517611832,50.39573482388168,-0.79
PASCA,CUNDINAMARCA,25535.0,30.6,56.54,20.78,72.69,24.04,7.25,7.99,65.74,8931.0,0.4559537830207032,43.61785316652653,56.38214683347347,1,50.12699360491296,49.87300639508704,0.25
PUERTO SALGAR,CUNDINAMARCA,25572.0,31.0,19.14,16.78,87.02,85.0,9.47,25.4,73.41,15119.0,0.26726720924929237,39.844121691098316,60.155878308901684,0,46.3743456003225,53.6256543996775,-7.25
PULI,CUNDINAMARCA,25580.0,46.0,65.79,0.0,45.99,18.93,3.94,10.96,64.19,4089.0,0.5874071886874672,46.24692127986181,53.75307872013819,1,51.56781192972977,48.43218807027023,3.14
QUEBRADANEGRA,CUNDINAMARCA,25592.0,32.1,75.39,40.59,61.7,26.54,3.17,11.92,68.21,4518.0,0.5603623915596008,45.70602533730448,54.29397466269552,1,51.78698680483315,48.21301319516685,3.57
QUETAME,CUNDINAMARCA,25594.0,37.7,55.37,17.54,47.15,42.44,6.29,11.01,69.86,4755.0,0.4888228299244912,44.27523410460229,55.72476589539771,1,49.9377254319261,50.0622745680739,-0.12
QUIPILE,CUNDINAMARCA,25596.0,44.1,74.51,14.27,74.29,18.7,14.4,18.88,59.19,3613.0,0.6215167350162344,46.92911220643715,53.07088779356285,1,52.79502903787162,47.20497096212838,5.59
APULO,CUNDINAMARCA,25599.0,28.4,45.56,21.99,64.16,46.75,8.29,27.35,68.16,8701.0,0.38788120956064565,42.25640169732538,57.74359830267462,1,48.525409781407134,51.474590218592866,-2.95
RICAURTE,CUNDINAMARCA,25612.0,17.5,33.03,12.98,95.41,55.01,6.47,11.03,79.57,18142.0,0.26430505341585164,39.7848785744295,60.2151214255705,0,47.55301219501787,52.44698780498213,-4.89
SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25645.0,21.8,77.03,58.15,78.39,18.43,3.61,7.64,69.76,10756.0,0.5123865676738893,44.74650885959026,55.25349114040974,1,51.70202519566136,48.29797480433864,3.4
SAN BERNARDO,CUNDINAMARCA,25649.0,34.8,46.01,10.71,67.64,46.0,5.45,10.83,63.24,8316.0,0.42518877189440163,43.0025529440005,56.9974470559995,0,48.85514031664233,51.14485968335767,-2.29
SAN CAYETANO,CUNDINAMARCA,25653.0,36.9,70.16,0.0,21.18,19.53,0.57,9.18,62.18,3954.0,0.5599287528067025,45.69735256224652,54.30264743775348,1,50.63053948110226,49.36946051889774,1.26
SAN FRANCISCO,CUNDINAMARCA,25658.0,20.2,42.29,8.12,78.13,41.91,4.75,9.52,70.5,17277.0,0.32633465922783933,41.02547069066925,58.97452930933075,0,48.017788427252185,51.982211572747815,-3.96
SAN JUAN DE RIOSECO,CUNDINAMARCA,25662.0,35.6,51.38,11.27,63.47,53.14,4.56,17.36,63.79,8019.0,0.45697148839159224,43.63820727394431,56.36179272605569,0,49.23641524602048,50.76358475397952,-1.53
SASAIMA,CUNDINAMARCA,25718.0,22.9,58.81,8.09,78.05,13.63,6.44,9.18,68.74,11360.0,0.42541642386395695,43.007105983391604,56.992894016608396,1,50.16646534513194,49.83353465486806,0.33
SESQUILE,CUNDINAMARCA,25736.0,17.7,51.94,7.37,88.19,58.95,2.48,7.1,81.52,14824.0,0.36190828076919895,41.736943121496445,58.263056878503555,1,49.182447969607196,50.817552030392804,-1.64
SIBATE,CUNDINAMARCA,25740.0,13.5,30.14,12.72,98.84,83.04,5.31,7.79,78.71,40856.0,0.22767380225581493,39.052253551228766,60.947746448771234,0,46.56396706559557,53.43603293440443,-6.87
SILVANIA,CUNDINAMARCA,25743.0,23.5,55.07,23.82,71.89,37.45,5.84,8.9,74.18,21536.0,0.4096112238172316,42.6910019824571,57.3089980175429,1,49.610995242582185,50.389004757417815,-0.78
SIMIJACA,CUNDINAMARCA,25745.0,22.4,25.73,20.52,94.7,62.59,4.33,6.27,70.53,17535.0,0.25385400210710685,39.575857548254604,60.424142451745396,0,46.61309011690921,53.38690988309079,-6.77
SOACHA,CUNDINAMARCA,25754.0,14.1,0.45,17.57,93.78,92.4,5.24,13.2,77.11,1312126.0,0.0794301006269726,36.08737951865192,63.91262048134808,0,43.26454537862223,56.73545462137777,-13.47
SOPO,CUNDINAMARCA,25758.0,8.0,30.18,3.45,97.86,85.21,2.78,2.94,86.5,40642.0,0.1977904190292701,38.45458588669787,61.54541411330213,0,46.43764785147517,53.56235214852483,-7.12
SUBACHOQUE,CUNDINAMARCA,25769.0,12.6,34.35,11.14,94.91,62.44,3.3,4.06,76.51,22333.0,0.24423655792455556,39.38350866460358,60.61649133539642,0,46.98400827903234,53.01599172096766,-6.03
SUESCA,CUNDINAMARCA,25772.0,14.0,37.68,9.95,96.41,60.19,4.65,5.37,71.16,23785.0,0.268890199719514,39.87658150050275,60.12341849949725,0,47.24095168066322,52.75904831933678,-5.52
SUPATA,CUNDINAMARCA,25777.0,28.2,51.45,17.35,75.72,35.56,3.25,14.18,67.81,5617.0,0.4168473401740228,42.835724309592926,57.164275690407074,1,49.3608016670173,50.6391983329827,-1.28
SUSA,CUNDINAMARCA,25779.0,27.1,47.76,13.61,62.1,31.79,8.65,14.99,65.17,6149.0,0.3919975391028692,42.338728288169854,57.661271711830146,1,48.704035886678646,51.295964113321354,-2.59
SUTATAUSA,CUNDINAMARCA,25781.0,21.3,49.62,14.48,92.0,42.9,6.16,8.37,65.87,8641.0,0.3697615757424961,41.894009020962386,58.105990979037614,0,48.86652305285675,51.13347694714325,-2.27
TABIO,CUNDINAMARCA,25785.0,9.6,53.02,3.85,96.19,65.43,2.44,4.54,74.89,22797.0,0.32310945006386765,40.96096650738982,59.03903349261018,0,48.429009820226796,51.570990179773204,-3.14
TAUSA,CUNDINAMARCA,25793.0,24.3,65.26,22.23,78.34,22.95,8.47,8.01,70.2,8408.0,0.46599330746763235,43.81864365546512,56.18135634453488,1,50.857019891563745,49.142980108436255,1.71
TENA,CUNDINAMARCA,25797.0,18.5,78.71,27.4,92.16,28.23,2.84,7.4,74.38,13798.0,0.5029081045441276,44.55693959699502,55.44306040300498,1,51.97692899820355,48.02307100179645,3.95
TENJO,CUNDINAMARCA,25799.0,10.4,40.86,11.61,97.93,63.81,4.09,4.4,86.1,30098.0,0.26542600344990175,39.8072975751105,60.1927024248895,0,47.95695372187888,52.04304627812112,-4.09
TIBACUY,CUNDINAMARCA,25805.0,27.4,75.88,20.1,71.27,21.64,5.86,11.42,67.11,3450.0,0.5371519973626544,45.241817453365556,54.758182546634444,1,51.77145000896586,48.22854999103414,3.54
TIBIRITA,CUNDINAMARCA,25807.0,52.3,67.43,29.28,48.56,19.38,4.41,13.22,64.75,3276.0,0.6302409928105084,47.10359736232264,52.89640263767736,1,52.2492411280017,47.7507588719983,4.5
TOCAIMA,CUNDINAMARCA,25815.0,24.4,28.13,39.29,86.23,62.0,9.01,14.8,72.08,15377.0,0.2770435686894729,40.039648879901925,59.960351120098075,0,46.98272724514113,53.01727275485887,-6.03
TOCANCIPA,CUNDINAMARCA,25817.0,10.1,42.93,4.08,98.91,93.07,4.1,3.94,82.61,58755.0,0.2743493241020283,39.98576398815303,60.01423601184697,0,47.5508843949948,52.4491156050052,-4.9
TOPAIPI,CUNDINAMARCA,25823.0,47.1,66.34,21.77,30.9,19.59,12.02,30.77,62.95,3001.0,0.5962316758870274,46.42341102385301,53.57658897614699,1,51.46844456199916,48.53155543800084,2.94
UBALA,CUNDINAMARCA,25839.0,47.0,64.49,24.7,27.03,21.12,30.7,19.69,64.8,7139.0,0.5862429641191014,46.223636788494495,53.776363211505505,1,51.691312543280475,48.308687456719525,3.38
UBAQUE,CUNDINAMARCA,25841.0,34.1,66.82,13.19,59.12,17.26,4.6,17.23,64.58,6175.0,0.5275654316542665,45.050086139197795,54.949913860802205,1,51.080313191751664,48.919686808248336,2.16
UNE,CUNDINAMARCA,25845.0,29.6,31.68,37.95,80.8,52.6,11.76,11.96,66.67,5427.0,0.32360774934674996,40.97093249304747,59.02906750695253,0,47.54599324458392,52.45400675541608,-4.91
UTICA,CUNDINAMARCA,25851.0,35.5,28.38,0.0,64.53,48.36,11.27,24.37,65.9,4179.0,0.33904157013188285,41.27960890875013,58.72039109124987,0,47.38097428784862,52.61902571215138,-5.24
VENECIA,CUNDINAMARCA,25506.0,38.1,58.76,0.0,62.64,33.9,7.27,15.31,62.29,4687.0,0.5083122283894793,44.66502207390205,55.33497792609795,1,50.39550665663153,49.60449334336847,0.79
VERGARA,CUNDINAMARCA,25862.0,50.0,66.18,13.01,33.18,15.47,8.35,25.46,66.55,5240.0,0.6112794319879551,46.72436614587157,53.27563385412843,1,51.8822271894674,48.1177728105326,3.76
VIANI,CUNDINAMARCA,25867.0,31.6,49.06,20.61,50.15,33.92,5.55,14.9,62.4,4735.0,0.42324929102353265,42.96376332658312,57.03623667341688,1,48.686078630962456,51.313921369037544,-2.63
VILLAGOMEZ,CUNDINAMARCA,25871.0,38.2,48.41,52.66,48.46,34.2,8.72,11.44,60.07,1161.0,0.45603698180280705,43.61951714216861,56.38048285783139,1,49.01314464610305,50.98685535389695,-1.97
VILLAPINZON,CUNDINAMARCA,25873.0,31.4,45.05,5.06,88.32,39.97,5.88,10.5,70.54,18258.0,0.40168975051309636,42.532572516374394,57.467427483625606,0,49.37795429717309,50.62204570282691,-1.24
VILLETA,CUNDINAMARCA,25875.0,18.7,19.67,16.01,86.06,68.81,5.77,13.69,76.22,33554.0,0.2026854668367421,38.55248684284731,61.44751315715269,0,45.79279367545605,54.20720632454395,-8.41
VIOTA,CUNDINAMARCA,25878.0,36.3,54.71,6.72,76.61,33.25,10.62,16.21,68.56,12346.0,0.477795808523531,44.054693676583085,55.945306323416915,1,50.531837500940306,49.468162499059694,1.06
YACOPI,CUNDINAMARCA,25885.0,55.5,58.99,7.42,42.62,26.87,14.79,48.76,66.57,7013.0,0.6046720527361902,46.59221856083627,53.40778143916373,1,51.74894361900335,48.25105638099665,3.5
ZIPACON,CUNDINAMARCA,25898.0,20.5,55.82,18.57,86.26,40.17,6.2,8.05,63.77,3959.0,0.3970275476192976,42.43932845849842,57.56067154150158,0,49.22067853753123,50.77932146246877,-1.56
ZIPAQUIRA,CUNDINAMARCA,25899.0,10.3,18.07,10.19,98.18,94.58,2.65,5.16,77.39,215971.0,0.1485678418503945,37.47013434312036,62.52986565687964,0,44.84746237609495,55.15253762390505,-10.31
